beneficiary_profile_key;Sexo;Rango Edad;Grupo Etnico;Presenta Discapacidad;Zona Ubicacion Beneficiario;Tipo de Beneficiario;Pais Nacimiento
1009;M;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1010;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1011;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1012;H;9 - 13 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1013;M;9 - 13 AÑOS;COMUNIDAD NEGRA;NO;CABECERA;PERSONA GESTANTE;COLOMBIA
1014;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
1015;M;9 - 13 AÑOS;RAIZAL;NO;RESTO;PERSONA GESTANTE;COLOMBIA
1016;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1017;M;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS ENTRE 40 Y 59;COLOMBIA
1018;M;9 - 13 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1019;H;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1020;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;PERSONA GESTANTE;SIN INFORMACIÓN
1021;M;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1022;H;9 - 13 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1023;H;6 - 8 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1024;M;6 MESES - 5 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
1025;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;PERSONA GESTANTE;COLOMBIA
1026;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1027;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;PERSONA GESTANTE;SIN INFORMACIÓN
1028;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1029;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1030;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;JOVEN;COLOMBIA
1031;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1032;H;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1033;M;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;PERSONA GESTANTE;COLOMBIA
1034;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADOLESCENTE;COLOMBIA
1035;M;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;PAKISTAN
1036;H;6 - 8 AÑOS;INDÍGENA;NO;RESTO;JOVEN;COLOMBIA
1037;M;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1038;M;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
1039;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADOLESCENTE;COLOMBIA
1040;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1041;H;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
1042;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;PERSONA GESTANTE;COLOMBIA
1043;H;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1044;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;AUSTRIA
1045;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;SIN INFORMACIÓN;JOVEN;VENEZUELA
1046;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;JOVEN;SIN INFORMACIÓN
1047;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADOLESCENTE;COLOMBIA
1048;M;6 - 8 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1049;M;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1050;H;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1051;H;14 - 17 AÑOS;INDÍGENA;NO;RESTO;JOVEN;COLOMBIA
1052;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;ALEMANIA
1053;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;COLOMBIA
1054;H;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1055;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;ADULTOS ENTRE 40 Y 59;COLOMBIA
1056;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
1057;M;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;ALBANIA
1058;H;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;JOVEN;COLOMBIA
1059;M;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1060;H;9 - 13 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1061;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;ECUADOR
1062;H;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1063;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
1064;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1065;H;14 - 17 AÑOS;INDÍGENA;NO;CABECERA;ADOLESCENTE;COLOMBIA
1066;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;JOVEN;SIN INFORMACIÓN
1067;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
1068;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1069;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;SIN INFORMACIÓN
1070;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;VIETNAM
1071;H;6 MESES - 5 AÑOS;COMUNIDAD NEGRA;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1072;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1073;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;PERSONA GESTANTE;ARGELIA
1074;H;9 - 13 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1075;M;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
1076;H;SIN INFORMACIÓN;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;SIN INFORMACIÓN
1077;M;14 - 17 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADOLESCENTE;COLOMBIA
1078;M;9 - 13 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
1079;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;ARGELIA
1080;M;9 - 13 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1081;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;SIN INFORMACIÓN
1082;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
1083;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;ARGELIA
1084;H;6 - 8 AÑOS;INDÍGENA;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1085;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;SIN INFORMACIÓN
1086;H;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
1087;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
1088;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;ANTARTIDA
1089;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;PERSONA GESTANTE;COLOMBIA
1090;H;6 MESES - 5 AÑOS;RAIZAL;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1091;M;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
1092;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TAILANDIA
1093;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1094;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1095;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1096;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1097;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
1098;H;14 - 17 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1099;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;SIN INFORMACIÓN
1100;H;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
1101;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;AFGANISTAN
1102;M;MAYOR A 18 AÑOS;PALENQUERO (A);NO;CABECERA;PERSONA GESTANTE;COLOMBIA
1103;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;SIN INFORMACIÓN
1104;H;14 - 17 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;COLOMBIA
1105;H;14 - 17 AÑOS;INDÍGENA;SI;RESTO;ADOLESCENTE;COLOMBIA
1106;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;AUSTRALIA
1107;M;14 - 17 AÑOS;INDÍGENA;NO;CABECERA;ADOLESCENTE;VENEZUELA
1108;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;SIN INFORMACIÓN;PERSONA GESTANTE;COLOMBIA
1109;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1110;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;CABO VERDE
1111;H;6 MESES - 5 AÑOS;COMUNIDAD NEGRA;NO;RESTO;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;COLOMBIA
1112;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;ESPAÑA
1113;M;9 - 13 AÑOS;COMUNIDAD NEGRA;NO;RESTO;PERSONA GESTANTE;COLOMBIA
1114;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
1115;M;6 - 8 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
1116;H;6 - 8 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1117;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADOLESCENTE;COLOMBIA
1118;H;14 - 17 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;PERSONA GESTANTE;COLOMBIA
1119;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COSTA RICA
1120;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
1121;M;14 - 17 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;ADOLESCENTE;COLOMBIA
1122;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADOLESCENTE;COLOMBIA
1123;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;ARUBA
1124;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
1125;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;REINO UNIDO
1126;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TUNEZ
1127;H;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;JOVEN;VENEZUELA
1128;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;SIN INFORMACIÓN
