service_unit_key;Codigo Unidad Servicio;Unidad Servicio;Estado UDS
38069;4456000000303;LAS TUNAS 2;ACTIVA
38070;4456000000304;PUNTA LA VELA;ACTIVA
38071;4456000000305;COUSEPA;ACTIVA
38072;4456000000307;CAURA;ACTIVA
38073;4456000000309;JALIRRAIKAT;ACTIVA
38074;4456000000311;TRONJOMANA;ACTIVA
38075;4456000000312;GRASAMANA;ACTIVA
38076;4456000000313;JALATCHON;ACTIVA
38077;4456000000314;KAURASIRA;ACTIVA
38078;4456000000315;YOTOJOROIN;ACTIVA
38079;4456000000316;JARALATUI;ACTIVA
38080;4456000000317;USHURU;ACTIVA
38081;4456000000318;WASIMAMANA;ACTIVA
38082;4456000000321;AMARAICHONKAT;ACTIVA
38083;4456000000325;SANTA CRUZ;ACTIVA
38084;4456000000326;URRAICHIKAT;ACTIVA
38085;4456000000327;SUMAIN WALEIWA;ACTIVA
38086;4456000000332;PERRAMANA;ACTIVA
38087;4456000000336;ALITAMANA;ACTIVA
38088;4456000000338;BETER;ACTIVA
38089;4456000000339;CARRAIRA;ACTIVA
38090;4456000000344;PORMOMAMANA;ACTIVA
38091;4456000000345;SILLAMANA;ACTIVA
38092;4456000000346;JUYALAIN;ACTIVA
38093;4456000000347;KALAIPIO;ACTIVA
38094;4456000000348;WARIPIO;ACTIVA
38095;4456000000350;MAISHIRUTSHI;ACTIVA
38096;4456000000376;JEYUPLEKAT;ACTIVA
38097;4456000000377;JEYUPLEKAT 1;ACTIVA
38098;4456000000378;ALTO PINO;ACTIVA
38099;4456000000379;KASHIRRAMANA;ACTIVA
38100;4456000000381;CASA BLANCA;ACTIVA
38101;4456000000382;SANTA DOLORES;ACTIVA
38102;4456000000384;UTALIMANA;ACTIVA
38103;4456000000385;QUEKISARIMANA;ACTIVA
38104;4456000000386;ATAIN;ACTIVA
38105;4456000000387;KAREKAREMANA;ACTIVA
38106;4456000000389;URAICHIRAPA;ACTIVA
38107;4456000000391;PASHA;ACTIVA
38108;4456000000428;ANARIPA;ACTIVA
38109;4456000000429;AURORIA;ACTIVA
38110;4456000000430;KUSKAT;ACTIVA
38111;4456000000431;MAPASIRRA;ACTIVA
38112;4456000000500;JIJA;ACTIVA
38113;4456000000501;SENDERO;ACTIVA
38114;4456000000502;CACHIRRAMANA;ACTIVA
38115;4456000000504;MARAÑAMANA;ACTIVA
38116;4456000000505;MONCUMANA;ACTIVA
38117;4456000000507;SAN MARTIN;ACTIVA
38118;4456000000508;WINCHUKUMANA;ACTIVA
38119;4456000000509;PARANACHIAMANA;ACTIVA
38120;4456000000510;CHAILEN;ACTIVA
38121;4456000000511;ICHIKEPU;ACTIVA
38122;4456000000563;PANERRAKAT;ACTIVA
38123;4456000000564;AMOUC;ACTIVA
38124;4456000000568;RUANAMANA;ACTIVA
38125;4456000000569;CHUBATAMANA;ACTIVA
38126;4456000000570;CHILOMANA;ACTIVA
38127;4456000000571;AIMANA;ACTIVA
38128;4456000000572;LUMAKIT;ACTIVA
38129;4456000000573;MONTELIN;ACTIVA
38130;4456000000605;PIEDRAS BLANCAS;ACTIVA
38131;4456000000606;HIRRAWAICA;ACTIVA
38132;4456000000608;MARAWAICAT;ACTIVA
38133;4456000000609;NAUNASHITO;ACTIVA
38134;4456000000610;JIRRUAICAT;ACTIVA
38135;4456000000611;JOUMANA;ACTIVA
38136;4456000000612;KASISRRAIMANA;ACTIVA
38137;4456000000616;KAISIRIJUNA;ACTIVA
38138;4456000000617;MERRUNAIN;ACTIVA
38139;4456000000618;PATSUAN BRASIL;ACTIVA
38140;4456000000619;JULUWAMANA;ACTIVA
38141;4456000000624;RULIPUMANA;ACTIVA
38142;4456000000627;ROSITA;ACTIVA
38143;4456000000628;WARITKALE;ACTIVA
38144;4456000000629;WARRUTAMANA;ACTIVA
38145;4456000000630;LAKA2;ACTIVA
38146;4456000000667;MAPAYAT;ACTIVA
38147;4456000000668;URIAKAT;ACTIVA
38148;4456000000669;SINMANA;ACTIVA
38149;4456000000670;YULIRAKAT;ACTIVA
38150;4456000000671;CERAJUNA;ACTIVA
38151;4456000000672;JOUMANA;ACTIVA
38152;4456000000674;CUAMANA;ACTIVA
38153;4456000000675;LOMPICHIMANA 1;ACTIVA
38154;4456000000677;LOMPICHIMANA 2;ACTIVA
38155;4456000000678;PORKI;ACTIVA
38156;4456000000679;KATCHIRAPO;ACTIVA
38157;4456000000680;PANTERAMANA;ACTIVA
38158;4456000000682;TOLUNDO;ACTIVA
38159;4456000000683;TAWAYA;ACTIVA
38160;4456000000684;PAJARO;ACTIVA
38161;4456000000748;TOTOPANA;ACTIVA
38162;4456000000749;MARRAULLEN;ACTIVA
38163;4456000000750;ALUISIRA;ACTIVA
38164;4456000000753;MACUICHON;ACTIVA
38165;4456000000754;PRESIARU;ACTIVA
38166;4456000000755;PLECIA;ACTIVA
38167;4456000000756;RANCHERIA;ACTIVA
38168;4456000000758;ERRUMANA;ACTIVA
38169;4456000000759;KOICHIMANA;ACTIVA
38170;4456000000760;WARRARATCHON;ACTIVA
38171;4456000000761;MANANTIAL;ACTIVA
38172;4456000000762;CAPUCHIMANA;ACTIVA
38173;4456000000763;MAGUASIRRA;ACTIVA
38174;4456000000766;MACUSICHON;ACTIVA
38175;4456000000767;MARROUJELLA;ACTIVA
38176;4456000000769;BUENOS AIRES WIMPIRAREM;ACTIVA
38177;4456000000782;SOLOUP;ACTIVA
38178;4456000000783;LA SIERRA;ACTIVA
38179;4456000000784;CAPERNAUN;ACTIVA
38180;4456000000785;PASHAKAT;ACTIVA
38181;4456000000786;KAPERNAUN 2;ACTIVA
38182;4456000000787;PARRULUWAIN;ACTIVA
38183;4456000000788;HAPIORRALAIN;ACTIVA
38184;4456000000789;HAPAINPA;ACTIVA
38185;4456000000791;JASIKA GUADALUPE;ACTIVA
38186;4456000000792;PIPAMANA;ACTIVA
38187;4456000000793;LAKAMANA;ACTIVA
38188;4456000000794;PANATSHI;ACTIVA
38189;4456000000795;SUKURAPO;ACTIVA
38190;4456000000796;COUSHARAPO;ACTIVA
38191;4456000000797;FLORIDA CERO;ACTIVA
38192;4456000000798;ANTACIÓN;ACTIVA
38193;4456000000799;JASHUMANA;ACTIVA
38194;4456000000800;CACHULAPO;ACTIVA
38195;4456000000801;CAPCHIRRUMANA;ACTIVA
38196;4456000000802;COUSHALAO;ACTIVA
38197;4456000000804;IPASHIRRAIN;ACTIVA
38198;4456000000805;WARRAGUAINKAT;ACTIVA
38199;4456000000807;LAS TUNAS;ACTIVA
38200;4456000000808;COCOMANA;ACTIVA
38201;4456000000809;WAYUMATAMANA;ACTIVA
38202;4456000000810;KATCHUANA;ACTIVA
38203;4456000000811;WAYMARRALU;ACTIVA
38204;4456000000812;SISIPA;ACTIVA
38205;4456000000813;POTKATH;ACTIVA
38206;4456000000814;JIMPUMANA;ACTIVA
38207;4456000000816;HEMINAMANA;ACTIVA
38208;4456000000817;PERROHULIA;ACTIVA
38209;4456000000818;SENKEYEGUAO 1 Y 3;ACTIVA
38210;4456000000819;LAMANTAMANA;ACTIVA
38211;4456000000821;OUCULECAT;ACTIVA
38212;4456000000822;CASUTAREN;ACTIVA
38213;4456000000823;AIPIEN;ACTIVA
38214;4456000000824;SARRULUMANA;ACTIVA
38215;4456000000826;ISALAMANA;ACTIVA
38216;4456000000827;JEYUSIRA;ACTIVA
38217;4456000000828;PEJULECHO;ACTIVA
38218;4456000000829;MONTAKER;ACTIVA
38219;4456000000841;NEIMA;ACTIVA
38220;4456000000843;LA CANTAMANA;ACTIVA
38221;4456000000844;POLOUKATH;ACTIVA
38222;4456000000845;ESAMANA;ACTIVA
38223;4456000000847;MOLINO;ACTIVA
38224;4456000000850;ULESIA;ACTIVA
38225;4456000000852;WARARATCHON;ACTIVA
38226;4456000000853;TUWAPALA;ACTIVA
38227;4456000000854;KASHUSHUJUNA;ACTIVA
38228;4456000000855;WASIMO;ACTIVA
38229;4456000000856;LAS TUNAS;ACTIVA
38230;4456000000857;PERRAKAT;ACTIVA
38231;4456000000858;CHIVOLO;ACTIVA
38232;4456000000860;WUIPA;ACTIVA
38233;4456000000862;WALERMANA;ACTIVA
38234;4456000000864;MONTE VERDE;ACTIVA
38235;4456000000865;PATAMANA;ACTIVA
38236;4456000000866;HERRUMANA;ACTIVA
38237;4456000000868;KATSHUANARE;ACTIVA
38238;4456000000869;SANTA FE;ACTIVA
38239;4456000000870;PERRAIN;ACTIVA
38240;4456000000871;PARAISO;ACTIVA
38241;4456000000872;JEPINA;ACTIVA
38242;4456000000874;JASAINAPU TESHIMANA;ACTIVA
38243;4456000000875;CALOUYACHON;ACTIVA
38244;4456000000876;JARAJAURIA;ACTIVA
38245;4456000000877;RULEYA 2;ACTIVA
38246;4456000000896;MASHEISHAKAT;ACTIVA
38247;4456000000925;CHURUPA;ACTIVA
38248;4456000000938;CAYETAMANA;ACTIVA
38249;4456000000939;COUCHALIMANA;ACTIVA
38250;4456000000940;KUASAMANA;ACTIVA
38251;4456000000941;PAISHAL;ACTIVA
38252;4456000000942;PERRAKAT;ACTIVA
38253;4456000000943;SHALEKAT;ACTIVA
38254;4456000000944;JAMANARE;ACTIVA
38255;4456000000945;PUSRAIRAKAT;ACTIVA
38256;4456000000946;AISHIMANA;ACTIVA
38257;4456000000975;ATAKA 1;ACTIVA
38258;4456000001017;BUENAVISTA;ACTIVA
38259;4456000001018;URRASQUERRAMANA;ACTIVA
38260;4456000001019;MUSKULE;ACTIVA
38261;4456000001020;LAMALET;ACTIVA
38262;4456000001021;URIAKAT;ACTIVA
38263;4456000001025;SARA LA PAZ;ACTIVA
38264;4456000001026;ERRAPULA RAYA;ACTIVA
38265;4456000001027;PACTALIA;ACTIVA
38266;4456000001029;ALUATATU;ACTIVA
38267;4456000001032;TOLINCHIKAT;ACTIVA
38268;4456000001050;ATAKAT;ACTIVA
38269;4456000001051;CACHUANA;ACTIVA
38270;4456000001052;ICHIEN;ACTIVA
38271;4456000001053;LA BENDICION;ACTIVA
38272;4456000001054;HIRTU;ACTIVA
38273;4456000001115;YUOLETH;ACTIVA
38274;4456000001127;JAIPAMANA;ACTIVA
38275;4456000001128;KOUYA;ACTIVA
38276;4456000001129;JOKOMACHON;ACTIVA
38277;4456000001130;APSHII/WAYALAIN;ACTIVA
38278;4456000001165;KAIMAKAT;ACTIVA
38279;4456000001167;ALITAKAT 3;ACTIVA
38280;4456000001168;UCHINAI;ACTIVA
38281;4456000001201;CHIMARU;ACTIVA
38282;4456000001202;NAUNASHITON;ACTIVA
38283;4456000001203;RULIPUMANA;ACTIVA
38284;4456000001204;ISHICHONKAT;ACTIVA
38285;4456000001227;KANALASUMANA;ACTIVA
38286;4456000001228;MOUSHOUL;ACTIVA
38287;4456000001229;KARREKAIMAN;ACTIVA
38288;4456000001230;CALINASIRRI;ACTIVA
38289;4456000001231;MAULEN;ACTIVA
38290;4456000001232;ACPHETCA;ACTIVA
38291;4456000001253;CREBERIAMANA;ACTIVA
38292;4456000001254;JAPUIPA;ACTIVA
38293;4456000001255;ACHOCHOJOLEKAT;ACTIVA
38294;4456000001287;KEJEMANA;ACTIVA
38295;4456000001288;LAS TUNAS;ACTIVA
38296;4456000001289;JAMAICAMANA;ACTIVA
38297;4456000001290;TOCTOMANA;ACTIVA
38298;4456000001291;KUSHAMANA 2;ACTIVA
38299;4456000001292;HALECJETCHON 1;ACTIVA
38300;4456000001311;JUPECHIMANA;ACTIVA
38301;4456000001312;PARAISO;ACTIVA
38302;4456000001313;PIASAPA;ACTIVA
38303;4456000001314;SANTA RITA;ACTIVA
38304;4456000001315;USHURU;ACTIVA
38305;4456000001317;YUTSEMA;ACTIVA
38306;4456000001318;PLATANITO;ACTIVA
38307;4456000001319;JASAINAPO;ACTIVA
38308;4456000001320;ICHIPA;ACTIVA
38309;4456000001322;JAMICHERA;ACTIVA
38310;4456000001325;YOULETSHI;ACTIVA
38311;4456000001336;SICHEN;ACTIVA
38312;4456000001337;RIOHACHAMANA;ACTIVA
38313;4456000001338;WALITKA;ACTIVA
38314;4456000001339;MAYAPO;ACTIVA
38315;4456000001340;URRAICHIKAT;ACTIVA
38316;4456000001341;PITSHUSHAMANA;ACTIVA
38317;4456000001342;PARENSKA;ACTIVA
38318;4456000001343;TRILLAMANA;ACTIVA
38319;4456000001344;FRIJOLITO;ACTIVA
38320;4456000001345;KAI KASY;ACTIVA
38321;4456000001346;TATARIMANA;ACTIVA
38322;4456000001347;APCHEROU;ACTIVA
38323;4456000001348;PATACHONCA;ACTIVA
38324;4456000001349;YOTOJOROI;ACTIVA
38325;4456000001350;PEJECHON;ACTIVA
38326;4456000001351;APALASCHON;ACTIVA
38327;4456000001352;MAISHI;ACTIVA
38328;4456000001353;CURUAPUCO;ACTIVA
38329;4456000001354;MALAWAISAO;ACTIVA
38330;4456000001355;SIMOLUNCIRA;ACTIVA
38331;4456000001357;JPOTULUMINA;ACTIVA
38332;4456000001358;SOHISHIMANA;ACTIVA
38333;4456000001359;ICHIEN;ACTIVA
38334;4456000001403;WAYETAKAT;ACTIVA
38335;4456000001404;PATAJATAMANA;ACTIVA
38336;4456000001405;WOJORROKO;ACTIVA
38337;4456000001437;YOSULEMANA;ACTIVA
38338;4456000001438;URRACHIKAT;ACTIVA
38339;4456000001500;GALILEA;ACTIVA
38340;4456000001506;JASAISHIAO;ACTIVA
38341;4456000001507;PAQUIMANA;ACTIVA
38342;4456000001508;CALATA;ACTIVA
38343;4456000001509;KAURA;ACTIVA
38344;4456000001510;SAMUTSIRRA;ACTIVA
38345;4456000001511;CAMPO 1;ACTIVA
38346;4456000001512;CHEMERRAIN;ACTIVA
38347;4456000001513;AMAICHON;ACTIVA
38348;4456000001514;AMARITSHI;ACTIVA
38349;4456000001515;SHITTCAT;ACTIVA
38350;4456000001516;KAYUSKIMANA;ACTIVA
38351;4456000001517;MARAÑAMANA;ACTIVA
38352;4456000001518;HUYARAIPA;ACTIVA
38353;4456000001519;TAKAPULE;ACTIVA
38354;4456000001520;POCKAT;ACTIVA
38355;4456000001521;ULETSU;ACTIVA
38356;4456000001522;CANSIRIA;ACTIVA
38357;4456000001523;SAMARITANA;ACTIVA
38358;4456000001524;CEREZAL;ACTIVA
38359;4456000001525;SAMARIA 2;ACTIVA
38360;4456000001526;POTOROMANA;ACTIVA
38361;4456000001527;MOIMANA;ACTIVA
38362;4456000001528;MANYOHI;ACTIVA
38363;4456000001529;KUAPALA;ACTIVA
38364;4456000001530;ATAKARALU;ACTIVA
38365;4456000001531;CARRALOUTAMANA;ACTIVA
38366;4456000001532;MURRALEN;ACTIVA
38367;4456000001533;AMUTKA;ACTIVA
38368;4456000001534;LA LOMA;ACTIVA
38369;4456000001535;PANCHOMANA;ACTIVA
38370;4456000001536;WITNA;ACTIVA
38371;4456000001537;PALASUMANA;ACTIVA
38372;4456000001538;AMAMANA;ACTIVA
38373;4456000001539;MERRATUS;ACTIVA
38374;4456000001540;PARAKAT;ACTIVA
38375;4456000001541;IRRUACHON;ACTIVA
38376;4456000001542;CIRUELAKAT;ACTIVA
38377;4456000001543;AMARRALY;ACTIVA
38378;4456000001544;JASAREN;ACTIVA
38379;4456000001545;PARAISO;ACTIVA
38380;4456000001546;ATURRUTCHON;ACTIVA
38381;4456000001547;SHIRRAIN;ACTIVA
38382;4456000001548;MOLOKONOCIRA;ACTIVA
38383;4456000001549;UCHINAL;ACTIVA
38384;4456000001550;SHAWAINAMANA;ACTIVA
38385;4456000001551;RUTKAIN;ACTIVA
38386;4456000001552;AMPUITA 2;ACTIVA
38387;4456000001553;ANUATAKA;ACTIVA
38388;4456000001554;CABRACHACA;ACTIVA
38389;4456000001555;CALINASIRA;ACTIVA
38390;4456000001556;KARRANZA;ACTIVA
38391;4456000001557;PEP TUNAY;ACTIVA
38392;4456000001558;POULAKA;ACTIVA
38393;4456000001559;SAMUCHON 2;ACTIVA
38394;4456000001560;URRAICHICHON;ACTIVA
38395;4456000001561;WITKA;ACTIVA
38396;4456000001574;CURRIYAMANA;ACTIVA
38397;4456000001576;POROMANA;ACTIVA
38398;4456000001577;PATAPUREN;ACTIVA
38399;4456000001578;JAGUAPIA;ACTIVA
38400;4456000001579;WALAWALAO;ACTIVA
38401;4456000001580;CASTILLO;ACTIVA
38402;4456000001581;URRAICHICHON;ACTIVA
38403;4456000001582;LOGIAMANA;ACTIVA
38404;4456000001583;URINA;ACTIVA
38405;4456000001584;COUSHALAIN;ACTIVA
38406;4456000001585;WARRANCA;ACTIVA
38407;4456000001586;SANTA RITA;ACTIVA
38408;4456000001587;ALTO PINO USHUMUII;ACTIVA
38409;4456000001588;JASALIRAN;ACTIVA
38410;4456000001591;ICHIPA;ACTIVA
38411;4456000001592;ISHAMANA;ACTIVA
38412;4456000001594;NUEVA LUZ;ACTIVA
38413;4456000001596;YURRUTSHIRA;ACTIVA
38414;4456000001619;YAWAKA;ACTIVA
38415;4456000001620;NEINASHAIAO;ACTIVA
38416;4456000001621;CEIBITA;ACTIVA
38417;4456000001627;LUONAMANA;ACTIVA
38418;4456000001628;PATIO_BONITO;ACTIVA
38419;4456000001629;JIRRAWAIKAT;ACTIVA
38420;4456000001630;POPOYA PLAYA;ACTIVA
38421;4456000001632;CARDONALES 2;ACTIVA
38422;4456000001633;HONCHON;ACTIVA
38423;4456000001634;ICHIEN;ACTIVA
38424;4456000001635;LOMA VERDE;ACTIVA
38425;4456000001636;EPIRRUSHI;ACTIVA
38426;4456000001671;PESKAL;ACTIVA
38427;4456000001688;PASITO LA RAYA;ACTIVA
38428;4456000001690;MARIOMANA;ACTIVA
38429;4456000001691;WALA WALAO;ACTIVA
38430;4456000001692;NAUNACHAN;ACTIVA
38431;4456000001693;JIYUPURE;ACTIVA
38432;4456000001694;WARERIPA;ACTIVA
38433;4456000001695;NECHICAR;ACTIVA
38434;4456000001696;ALICHAJAURIA;ACTIVA
38435;4456000001730;LA GLORIA 1;ACTIVA
38436;4456000001731;YUPTAPSHI;ACTIVA
38437;4456000001733;POPOYA PLAYA CORRELAMANA;ACTIVA
38438;4456000001734;GUASINTOR (ANTES JIQUIREKA);ACTIVA
38439;4456000001735;JOUMANA;ACTIVA
38440;4456000001736;NAUNAKAT;ACTIVA
38441;4456000001737;CURICHI;ACTIVA
38442;4456000001739;IRRUAIN;ACTIVA
38443;4456000001741;JALALACHON;ACTIVA
38444;4456000001742;MIOSHIMANA;ACTIVA
38445;4456000001743;MAKINAMANA;ACTIVA
38446;4456000001744;TAMALIA;ACTIVA
38447;4456000001745;CEIBACAL;ACTIVA
38448;4456000001746;CANGREJITO;ACTIVA
38449;4456000001747;JALITPA;ACTIVA
38450;4456000001748;JULUJULECHON 2;ACTIVA
38451;4456000001749;PIULAKAT 1;ACTIVA
38452;4456000001750;PIULAKAT 2;ACTIVA
38453;4456000001751;KALINASIRA;ACTIVA
38454;4456000001754;JALALAO SHIMUIN;ACTIVA
38455;4456000001755;ALTO VIENTO;ACTIVA
38456;4456000001756;JOUMANA;ACTIVA
38457;4456000001758;AMALISHIMANA;ACTIVA
38458;4456000001759;ELEPELIO;ACTIVA
38459;4456000001766;CASISCA SECTOR TRONJOMANA, LA PAZ;ACTIVA
38460;4456000001767;MESAMANA;ACTIVA
38461;4456000001769;CHOJOTCHON;ACTIVA
38462;4456000001770;ISHOTSHIMANA;ACTIVA
38463;4456000001772;JEYUPULEKA;ACTIVA
38464;4456000001773;JULUWAJUMANA;ACTIVA
38465;4456000001774;MONTERREY;ACTIVA
38466;4456000001775;KASUCHI;ACTIVA
38467;4456000001776;PLATANITO;ACTIVA
38468;4456000001777;SANTA ROSA 2;ACTIVA
38469;4456000001778;PORITCHON;ACTIVA
38470;4456000001779;JILAIN;ACTIVA
38471;4456000001780;KASPOCHI 1;ACTIVA
38472;4456000001781;JASALEN 2;ACTIVA
38473;4456000001782;JASALEN;ACTIVA
38474;4456000001783;JALITAMANA;ACTIVA
38475;4456000001784;JEKETECHIMANA;ACTIVA
38476;4456000001785;SHIALUMANA;ACTIVA
38477;4456000001786;HOUSINALU;ACTIVA
38478;4456000001787;MACURRUTPIA;ACTIVA
38479;4456000001788;ANASPA;ACTIVA
38480;4456000001792;CASHUANALAT;ACTIVA
38481;4456000001794;MONTE P;ACTIVA
38482;4456000001796;WALITSIRRA;ACTIVA
38483;4456000001797;AMAIKULE;ACTIVA
38484;4456000001798;IRRAIPA WAKUAIPA;ACTIVA
38485;4456000001799;JALIJINAMANA;ACTIVA
38486;4456000001801;URRACHI;ACTIVA
38487;4456000001805;COMUNIDAD LA IGUANA;ACTIVA
38488;4456000001806;PUSHAMANA;ACTIVA
38489;4456000001807;SHUSIRA;ACTIVA
38490;4456000001808;MAQUINAMANA;ACTIVA
38491;4456000001811;CRISPIN LOPEZ UCA;ACTIVA
38492;4456000001812;CARDONAL;ACTIVA
38493;4456000001813;HUWAIN;ACTIVA
38494;4456000001814;SABANA VERDE;ACTIVA
38495;4456000001815;WALITKALET;ACTIVA
38496;4456000001816;POLLERAMANA;ACTIVA
38497;4456000001817;AMAICHON;ACTIVA
38498;4456000001818;LATCHON AMAICHON;ACTIVA
38499;4456000001819;AMPUITA;ACTIVA
38500;4456000001820;COLONUTSU;ACTIVA
38501;4456000001866;PUHY;ACTIVA
38502;4456000001867;ARROYO LIMON;ACTIVA
38503;4456000001920;PICAMANA;ACTIVA
38504;4456000001921;SAMARIA 11;ACTIVA
38505;4456000001922;CRISPIN LOPEZ;ACTIVA
38506;4456000001923;PIONIA;ACTIVA
38507;4456000001924;KAYUMANA;ACTIVA
38508;4456000001925;JIPUMANA;ACTIVA
38509;4456000001926;KARALAMPIA;ACTIVA
38510;4456000001928;ARIPAYA;ACTIVA
38511;4456000001929;ETSIRRA;ACTIVA
38512;4456000001930;KASUCHI;ACTIVA
38513;4456000001931;MARBELLA;ACTIVA
38514;4456000001932;RUANAMANA;ACTIVA
38515;4456000001934;IPAIN 3;ACTIVA
38516;4456000001935;KAUSHARIPA 5;ACTIVA
38517;4456000001936;CAMPO DEL MAR;ACTIVA
38518;4456000001937;AMALITA 3;ACTIVA
38519;4456000001938;JIRRAIM 2;ACTIVA
38520;4456000001939;ANAUSHI;ACTIVA
38521;4456000001940;SIRMANA 2;ACTIVA
38522;4456000001941;ISHOULIMANA 2;ACTIVA
38523;4456000001942;AMARISHON 4;ACTIVA
38524;4456000001943;SANTA CLARA;ACTIVA
38525;4456000001944;LA NUEVA ESPERANZA;ACTIVA
38526;4456000001945;IPALIRRAKAT;ACTIVA
38527;4456000001946;HIRUAICA;ACTIVA
38528;4456000001947;VILLA SARA;ACTIVA
38529;4456000001988;CLEMON;ACTIVA
38530;4456000001989;KATAWALECHON;ACTIVA
38531;4456000001991;MERAYON;ACTIVA
38532;4456000001992;WOTOKOT;ACTIVA
38533;4456000001993;JEYUSIRA;ACTIVA
38534;4456000001994;KAWAYANSE 2;ACTIVA
38535;4456000001996;ESAMANA;ACTIVA
38536;4456000001997;MAQUINAMANA;ACTIVA
38537;4456000002004;ICHIEN;ACTIVA
38538;4456000002005;KAMASIA;ACTIVA
38539;4456000002006;VILLA SARA 2;ACTIVA
38540;4456000002007;JASAIKAT;ACTIVA
38541;4456000002008;YAWAKAT;ACTIVA
38542;4456000002009;KASUSHI;ACTIVA
38543;4456000002010;KALAPUIPA;ACTIVA
38544;4456000002011;JEPIKAT;ACTIVA
38545;4456000002012;RITACION;ACTIVA
38546;4456000002013;GUARRARAKATSHI;ACTIVA
38547;4456000002014;CABALLAINSE;ACTIVA
38548;4456000002015;SHICHEN;ACTIVA
38549;4456000002016;PAYATACHON;ACTIVA
38550;4456000002017;MAPUASIRRAIN;ACTIVA
38551;4456000002035;ANUTPALAKA;ACTIVA
38552;4456000002048;BOYURTHAO;ACTIVA
38553;4456000002051;ISACHIMANA;ACTIVA
38554;4456000002052;COMUNIDADA JOUMANA;ACTIVA
38555;4456000002054;ALEWA 21;ACTIVA
38556;4456000002119;BELÉN;ACTIVA
38557;4456000002121;OLOSKOT;ACTIVA
38558;4456000002122;MAPIA;ACTIVA
38559;4456000002123;WAYEE;ACTIVA
38560;4456000002124;ORROUCHIMANA;ACTIVA
38561;4456000002125;TERMINAMANA;ACTIVA
38562;4456000002126;JALIJINIKAT;ACTIVA
38563;4456000002127;CATSHIRRAMANA;ACTIVA
38564;4456000002128;CAPUCHIRRAMANA;ACTIVA
38565;4456000002129;KARINASIT;ACTIVA
38566;4456000002130;KALINASIT;ACTIVA
38567;4456000002131;KEMECHI;ACTIVA
38568;4456000002132;AMULIRRAMANA;ACTIVA
38569;4456000002137;PIOLEKAT;ACTIVA
38570;4456000002138;TAKAPULEC;ACTIVA
38571;4456000002140;ULUWALAO;ACTIVA
38572;4456000002224;KAPUSHIRRAMANA;ACTIVA
38573;4456000002225;WARRANCA;ACTIVA
38574;4456000002326;JUWAKAT;ACTIVA
38575;4456000002327;OROQUIECHO;ACTIVA
38576;4456000002328;PLANACHON;ACTIVA
38577;4456000002329;WAITAKI;ACTIVA
38578;4456000002330;PARAISO;ACTIVA
38579;4456000002332;PARAKAT;ACTIVA
38580;4456000002333;RIATPULEKAT;ACTIVA
38581;4456000002431;SUXTALU;ACTIVA
38582;4456000002432;AKORROPIA;ACTIVA
38583;4456000002433;IPAKATH;ACTIVA
38584;4456000002434;AURARIA;ACTIVA
38585;4456000002435;PAÑARETH;ACTIVA
38586;4456000002436;TAIWAKA;ACTIVA
38587;4456000002437;LIMUNAKA;ACTIVA
38588;4456000002438;WAYARMANAK;ACTIVA
38589;4456000002439;CEIBITA;ACTIVA
38590;4456000002459;KALATAINSUMANA;ACTIVA
38591;4456000002460;JAGUAPIA;ACTIVA
38592;4456000002461;KASUMANA;ACTIVA
38593;4456000002462;KARIYUSEIN;ACTIVA
38594;4456000002492;COMUNIDAD LA PAZ;ACTIVA
38595;4456000002493;COMUNIDAD TULAT;ACTIVA
38596;4456000002494;COMUNIDAD TUKURAKA;ACTIVA
38597;4456000002496;COMUNIDAD CATCHICAT;ACTIVA
38598;4456000002497;MASPARA;ACTIVA
38599;4456000002498;ANUACHON JULIAKAT;ACTIVA
38600;4456000002499;GALAN;ACTIVA
38601;4456000002500;KASKA;ACTIVA
38602;4456000002502;WATASALIMANA;ACTIVA
38603;4456000002523;KARRAISIRA;ACTIVA
38604;4456000002524;LOMONCITO;ACTIVA
38605;4456000002600;NOUNOUT;ACTIVA
38606;4456000002601;NAZARETH;ACTIVA
38607;4456000002602;JAMUCHECA;ACTIVA
38608;4456000002603;PIOLEKA;ACTIVA
38609;4456000002606;CHORRORIMANA;ACTIVA
38610;4456000002609;AMURROLUA;ACTIVA
38611;4456000002610;CHICHITSI;ACTIVA
38612;4456000002611;GUANARE;ACTIVA
38613;4456000002612;ATAKARA;ACTIVA
38614;4456000002613;ICHAKAT;ACTIVA
38615;4456000002614;ICHICHON;ACTIVA
38616;4456000002646;PERROULIAMANA;ACTIVA
38617;4456000002647;COUSHACAT;ACTIVA
38618;4456000002648;SABANALARGA;ACTIVA
38619;4456000002653;KASUNAWALEN;ACTIVA
38620;4456000002654;MAPUACHON;ACTIVA
38621;4456000002655;MARRULEIN;ACTIVA
38622;4456000002675;ANAASMANA;ACTIVA
38623;4456000002676;MANIATURE;ACTIVA
38624;4456000002677;MERRACHON;ACTIVA
38625;4456000002678;ONOLOULIA;ACTIVA
38626;4456000002679;RIO JORDAN;ACTIVA
38627;4456000002680;SALAMINA;ACTIVA
38628;4456000002681;CAMPO ALEGRE;ACTIVA
38629;4456000002682;CHORROLIMANA;ACTIVA
38630;4456000002683;COTOPRI;ACTIVA
38631;4456000002684;COUSACHON;ACTIVA
38632;4456000002685;IGUAIPUANAMANA;ACTIVA
38633;4456000002686;JOUMANA;ACTIVA
