service_unit_key;Codigo Unidad Servicio;Unidad Servicio;Estado UDS
12908;1300100093742;HOGAR COMUNITARIO DE BIENESTAR LOS CHAVITOS;ACTIVA
12909;1300100093743;HOGAR COMUNITARIO DE BIENESTAR DIVINO NIÑO;ACTIVA
12910;1300100093744;HOGAR COMUNITARIO DE BIENESTAR MIS PRIMEROS TRAZOS;ACTIVA
12911;1300100093746;HOGAR COMUNITARIO MI SEGUNDO HOGAR;ACTIVA
12912;1300100093747;HOGAR COMUNITARIO NIÑOS DE JESUS;ACTIVA
12913;1300100093748;HOGAR COMUNITARIO DE BIENESTAR PEQUEÑO PARAISO;ACTIVA
12914;1300100093749;HOGAR COMUNITARIO DE BIENESTAR LA BENDICION;ACTIVA
12915;1300100093750;HOGAR COMUNITARIO DE BIENESTAR MIS SUEÑOS;ACTIVA
12916;1300100093755;HOGAR COMUNITARIO DE BIENESTAR MI CABAÑITA;ACTIVA
12917;1300100093758;HOGAR COMUNITARIO FAMI RIO DE AGUAS VIVAS;ACTIVA
12918;1300100093760;HOGAR COMUNITARIO FAMI APRENDIENDO A VIVIR;ACTIVA
12919;1300100093762;HOGAR COMUNITARIO FAMI MI PEQUEÑO ANGEL;ACTIVA
12920;1300100093763;HOGAR COMUNITARIO FAMI MIS LINDOS CAPULLOS;ACTIVA
12921;1300100093849;HOGAR COMUNITARIO DE BIENESTAR TOPOGIGIO;ACTIVA
12922;1300100093851;HOGAR COMUNITARIO DE BIENESTAR LOS CARIÑOSITOS;ACTIVA
12923;1300100093853;HOGAR COMUNITARIO MIS PRIMEROS CONOCIMIENTOS;ACTIVA
12924;1300100093854;HOGAR COMUNITARIO MIS PEQUEÑOS TRAVIESOS;ACTIVA
12925;1300100093856;HOGAR COMUNITARIO DE BIENESTAR CARITAS FELICES;ACTIVA
12926;1300100093858;HOGAR COMUNITARIO DE BIENESTAR MIS DULCES SUEÑOS;ACTIVA
12927;1300100093859;HOGAR COMUNITARIO DE BIENESTAR MI PEQUEÑO TRAVIESO;ACTIVA
12928;1300100093861;HIC EL PORTALITO;ACTIVA
12929;1300100093862;HOGAR COMUNITARIO DE BIENESTAR MIS MARAVILLAS;ACTIVA
12930;1300100093863;HOGAR COMUNITARIO DE BIENESTAR LOS EDUCADITOS;ACTIVA
12931;1300100093864;HOGAR COMUNITARIO DE BIENESTAR ADONAY;ACTIVA
12932;1300100093865;HOGAR COMUNITARIO MIS PEQUEÑOS ANGELITO 1;ACTIVA
12933;1300100093866;HOGAR COMUNITARIO DE BIENESTAR MIS PEQUEÑOS TESORO;ACTIVA
12934;1300100093867;HOGAR COMUNITARIO MIS PEQUEÑOS ANGELITOS 2;ACTIVA
12935;1300100094371;LOS CAPULLITO;ACTIVA
12936;1300100094386;SHALOOM;ACTIVA
12937;1300100094388;CARIÑOSITO;ACTIVA
12938;1300100094389;RAYITOS DE LUZZ;ACTIVA
12939;1300100094390;EL BUEN CAMINO;ACTIVA
12940;1300100094392;MIIS AMIGUITOS;INACTIVA
12941;1300100094395;BESITO DE AMOR;ACTIVA
12942;1300100094409;MIS PRIMEROS PASOS;ACTIVA
12943;1300100094416;MI PEQUEÑO HOGARR;ACTIVA
12944;1300100094420;LOS PEQUEÑOS TRAVIESOS;ACTIVA
12945;1300100094422;DIOS ES AMOR;ACTIVA
12946;1300100094424;DULCES SUEÑOS;ACTIVA
12947;1300100094427;LAS 15 ESTRELLAS;ACTIVA
12948;1300100094432;MUNDOS INFANTILES;ACTIVA
12949;1300100094447;MI SONRISAS;ACTIVA
12950;1300100094450;LOS PEQUEÑINES;ACTIVA
12951;1300100094453;MI SEGUNDO HOGARES;ACTIVA
12952;1300100094455;NUESTRO JARDIN;ACTIVA
12953;1300100094456;MI BELLO JARDIN;ACTIVA
12954;1300100094459;VIVAN LOS NIÑOS;ACTIVA
12955;1300100094461;LOS ANGELES;ACTIVA
12956;1300100094465;LOS CHIQUITINES;ACTIVA
12957;1300100094467;LOS CAPULLITOOS;ACTIVA
12958;1300100094469;BAJO DEL TIGRE;ACTIVA
12959;1300100094472;MIS SEGUNDO HOGAR;ACTIVA
12960;1300100094475;SOY UN ANGELITO;ACTIVA
12961;1300100094480;DIVINO NIÑO;ACTIVA
12962;1300100094481;PEQUEÑOS PITUFOS;ACTIVA
12963;1300100094901;HOGAR COMUNITARIO MICKY MOUSE;ACTIVA
12964;1300100096142;CARITAS FELICES;ACTIVA
12965;1300100103655;CARRUSEL;ACTIVA
12966;1300100103657;MIS ANGELITOS;ACTIVA
12967;1300100103670;MI ILUSION;ACTIVA
12968;1300100103674;LA PAZ;ACTIVA
12969;1300100103676;MIS CLAVELITOS;ACTIVA
12970;1300100103677;MI CASITA;ACTIVA
12971;1300100103678;LOS AMIGUITOS;ACTIVA
12972;1300100103679;MIS RETOÑITOS;ACTIVA
12973;1300100103681;RAYITOS DE LUZ;ACTIVA
12974;1300100103682;MIS PRIMEROS PASOSB;ACTIVA
12975;1300100103684;AMOR Y ALEGRIA;ACTIVA
12976;1300100103685;EL MILAGRO;ACTIVA
12977;1300100103686;MI PRIMERA SONRISA;ACTIVA
12978;1300100103688;MI LINDA SONRISA;ACTIVA
12979;1300100103691;MIS BENDICIONES;ACTIVA
12980;1300100103693;MI CASITA;ACTIVA
12981;1300100103694;PEQUEÑOS GIGANTES;ACTIVA
12982;1300100103757;ANGELITOS 3;ACTIVA
12983;1300100103761;MIS PRIMEROS PASOS;ACTIVA
12984;1300100103770;ANGELITOS 1;ACTIVA
12985;1300100103774;MI NUEVA ILUSION;ACTIVA
12986;1300100103780;LA ESPERANZAD;ACTIVA
12987;1300100103781;MIS AMIGUITOS;ACTIVA
12988;1300100103783;EL ENCANTO DE LOS NIÑOS;ACTIVA
12989;1300100103784;FE Y ALEGRIAD;ACTIVA
12990;1300100103786;MANITAS TRAVIESAS C;ACTIVA
12991;1300100103787;NUEVO AMANECERD;ACTIVA
12992;1300100103788;PULGARCITOD;ACTIVA
12993;1300100103790;MIS PEQUEÑOS CARIÑOSITOSD;ACTIVA
12994;1300100103792;AMIGUITOS;ACTIVA
12995;1300100103793;LOS OSITOSD;ACTIVA
12996;1300100103810;LOS POLLITOSD;ACTIVA
12997;1300100103811;MIS SUEÑOSD;ACTIVA
12998;1300100103812;HUELLITAS DE AMORD;ACTIVA
12999;1300100103813;MIS ANGELITOSD;ACTIVA
13000;1300100103814;MIS PRIMEROS TRAZOS D;ACTIVA
13001;1300100103815;MELICHINK;ACTIVA
13002;1300100103816;MIS DULCES SUEÑOS;ACTIVA
13003;1300100103817;LOS PASTORCITOSK;ACTIVA
13004;1300100103818;EMMANUEL;ACTIVA
13005;1300100103819;SOLDADITOS DE JESUS;ACTIVA
13006;1300100103820;MIS BUENOS DESEOSK;ACTIVA
13007;1300100103821;GOTICAS DE AMORT;ACTIVA
13008;1300100103822;GOTITAS DE AMOR;ACTIVA
13009;1300100103823;MIS PRIMEROS PASOSK;ACTIVA
13010;1300100103824;MI PRIMERA ILUSION;ACTIVA
13011;1300100103825;PICARDIASK;ACTIVA
13012;1300100103826;CARITA FELIZT;ACTIVA
13013;1300100103827;MIS PRIMEROS PASOS;ACTIVA
13014;1300100103828;EMANUELK;ACTIVA
13015;1300100103829;PIECESILLOS TRAVIESOST;ACTIVA
13016;1300100103830;MIS TRAVESURAS;ACTIVA
13017;1300100103832;MIS PRIMERAS LUCESK;ACTIVA
13018;1300100103833;MI DULCE SUEÑOT;ACTIVA
13019;1300100103834;CARRUSEL;ACTIVA
13020;1300100103835;MIS CORAZONES ALEGRESK;ACTIVA
13021;1300100103836;MUNDO INFANTILT;ACTIVA
13022;1300100103837;MI CORAZONCITOK;ACTIVA
13023;1300100103838;MI BENDICION;ACTIVA
13024;1300100103839;MIS HUELLITAST;ACTIVA
13025;1300100103840;LAS PULGUITASK;ACTIVA
13026;1300100103841;MIS PEQUEÑOS GIGANTEST;ACTIVA
13027;1300100103842;LOS PITUFOSK;ACTIVA
13028;1300100103843;SEMILLITAS DE AMOR;ACTIVA
13029;1300100103844;GOTITAS DE AMORT;ACTIVA
13030;1300100103845;EL PIOLINK;ACTIVA
13031;1300100103846;MI DULCE ENCANTOK;ACTIVA
13032;1300100103849;CAMPANITAT;ACTIVA
13033;1300100103850;MIS ANGELITOSK;ACTIVA
13034;1300100103851;MIS PRIMEROS PASOSBB;ACTIVA
13035;1300100103853;LOS CAPULLITOSK;ACTIVA
13036;1300100103855;MI PEQUEÑO MUNDOK;ACTIVA
13037;1300100103856;CARITAS FELICES;ACTIVA
13038;1300100103857;LOS CARIÑOSITOST;ACTIVA
13039;1300100103860;EMAUSK;ACTIVA
13040;1300100103862;EMMANUELLKK;ACTIVA
13041;1300100103863;PRIMERO LOS NIÑOSK;ACTIVA
13042;1300100103864;MI LINDO BEBEK;ACTIVA
13043;1300100103865;MIS PRIMEROS PASOSKK;ACTIVA
13044;1300100103869;HOGAR COMUNITARIO MIS PEQUEÑOS ANGELITOSJ;ACTIVA
13045;1300100103871;LOS ANGELESB;ACTIVA
13046;1300100103872;HOGAR COMUNITARIO LOS ANNGELESS;ACTIVA
13047;1300100103874;MI SEGUNDO HOGARJ;ACTIVA
13048;1300100103875;MI ESFUERZO;ACTIVA
13049;1300100103879;NUEVO SUEÑO;ACTIVA
13050;1300100103881;GOTITAS DE AMOR;ACTIVA
13051;1300100103882;MI DULCE HOGAR;ACTIVA
13052;1300100103883;MANITOS TRAVIESAS;ACTIVA
13053;1300100103884;LUNARES ENCANTADOS;ACTIVA
13054;1300100103885;MI HOGAR FELIZ;ACTIVA
13055;1300100103886;MIS PEQUEÑOS ANGELITOS;ACTIVA
13056;1300100103924;LOS POLLITOS;ACTIVA
13057;1300100103926;ESTRELLITAS;ACTIVA
13058;1300100103928;CARIÑOSITOS;ACTIVA
13059;1300100103933;MIS ESTRELLITAS;ACTIVA
13060;1300100103937;MIS PRIMERAS LUCES;ACTIVA
13061;1300100103943;MIS PRIMEROS ANGELITOS;ACTIVA
13062;1300100103951;CARITAS ALEGRES;ACTIVA
13063;1300100103963;MUNDO FELIZ;ACTIVA
13064;1300100103965;MIS PRIMEROS PASOS 2;ACTIVA
13065;1300100104109;HOGAR COMUNITARIO LUCESITA;ACTIVA
13066;1300100104129;NIÑOS DE JESUSZ;ACTIVA
13067;1300100104163;LOGROS ALCANZADOSS;ACTIVA
13068;1300100106012;AMIGUITOS;ACTIVA
13069;1300100106013;MI ILUSION;ACTIVA
13070;1300100106015;DULCE HOGAR;ACTIVA
13071;1300100106017;CAMINITO ALEGRE;ACTIVA
13072;1300100106018;BLANCA NIEVES;ACTIVA
13073;1300100106019;LOS ANGELES;ACTIVA
13074;1300100106020;LOS ANGELITOS;ACTIVA
13075;1300100106021;LOS PASTORCITOS;ACTIVA
13076;1300100106022;MIS PRIMEROS PASITOS;INACTIVA
13077;1300100106023;LOS PAYASITOS;ACTIVA
13078;1300100106024;DIVINO NIÑO;ACTIVA
13079;1300100106025;MANITOS TRAVIESAS;ACTIVA
13080;1300100106026;MIS PEQUEÑOS GIGANTES;ACTIVA
13081;1300100106027;GOTITAS DE FELICIDAD;ACTIVA
13082;1300100106028;LAS CAMPANITAS;ACTIVA
13083;1300100106029;MIS ANGELITOSW;ACTIVA
13084;1300100106030;BAMBI W;ACTIVA
13085;1300100109440;MI CORAZONCITO;ACTIVA
13086;1300100109443;CAPULLITO;ACTIVA
13087;1300100109520;MIS PEQUEÑOS;ACTIVA
13088;1300100109521;MI BARQUITO;ACTIVA
13089;1300100110186;DULCE HOGAR;ACTIVA
13090;1300100110206;MI DULCE ILUSIÓN;ACTIVA
13091;1300100110210;MI CASITA ENCANTADA;ACTIVA
13092;1300100110215;MI CAJITA DE MUSICA;ACTIVA
13093;1300100110218;CORAZONES TIERNOS;ACTIVA
13094;1300100110220;MI PRIMER LAZITO;ACTIVA
13095;1300100110223;CAMINITO FELIZ;ACTIVA
13096;1300100110224;LOS CARIÑOSITOS;ACTIVA
13097;1300100110225;MIS ROSITAS;ACTIVA
13098;1300100110265;MI DULCE SUEÑO;ACTIVA
13099;1300100110266;MIS PEQUEÑOS GIGANTES 2;ACTIVA
13100;1300100111388;GOTITAS DE AMOR;ACTIVA
13101;1300100111399;PATICOS FELICES;ACTIVA
13102;1300100111400;MANITOS CREATIVAS;ACTIVA
13103;1300100111401;MI KIOSKO;INACTIVA
13104;1300100111480;HOGAR LA COMPRESION;ACTIVA
13105;1300100112237;CHISPITAS DE AMOR;ACTIVA
13106;1300100118314;HOGAR COMUNITARIO DE BIENESTAR EL RETORNO;ACTIVA
13107;1300100118328;HOGAR COMUNITARIO FAMI MI PRIMERA SONRISA;ACTIVA
13108;1300100122457;MI JARDIN 2;ACTIVA
13109;1300100122496;CARITA FELIZ 2;ACTIVA
13110;1300100124439;MUNDO FELIZ;ACTIVA
13111;1300100124448;DIMF DIBUJANDO SONRISAS;ACTIVA
13112;1300100124493;DIMF PAISAJES DE APRENDIZAJE;ACTIVA
13113;1300100125954;DIMF SJ CAMPANOS;ACTIVA
13114;1300100126492;MIS CARIÑITOS;ACTIVA
13115;1300100126501;MI HOGAR FELIZ;ACTIVA
13116;1300100127410;CDI ANGELES DE AMOR;ACTIVA
13117;1300100129286;LOS REYESITOS;ACTIVA
13118;1300100130079;HOGAR MI PUEBLITO;ACTIVA
13119;1300100130193;NISSI;ACTIVA
13120;1300100130234;MIS ANGELITOS;ACTIVA
13121;1300100130254;PASITOS DE AMOR;ACTIVA
13122;1300100130895;HOGAR COMUNITARIO MANITOS FELICES;ACTIVA
13123;1300100131104;MIS PRIMEROS PASOS P;ACTIVA
13124;1300100132529;NUEVA ESPERANZA;ACTIVA
13125;1300100137991;MIS PRIMEROS PASOS;ACTIVA
13126;130011111687;REY DE REYESS;ACTIVA
13127;130011111704;MIS SUEÑOSK;ACTIVA
13128;130011113532;MIS CONSENTIDOSS;ACTIVA
13129;130011113543;MISS ILUSIONESS;ACTIVA
13130;130011113568;CRECIENDO CON AMORR;ACTIVA
13131;130011113586;MISS HUELLITASS;ACTIVA
13132;130011113607;RAYITO DE AMORR;ACTIVA
13133;130011118453;DIMF FAMILIAS FELICES;ACTIVA
13134;130011118846;HOGAR COMUNITARIO DE BIENESTAR MUNDO DE COLORES;ACTIVA
13135;130011118902;DIMF PRIMEROS PASOS;ACTIVA
13136;130011121255;SHALOM;ACTIVA
13137;130011124790;MUNDO MAGICO;ACTIVA
13138;130011126061;DIMF APRENDIENDO MEJOR;ACTIVA
13139;130011126232;JUGANDO JUNTOS;ACTIVA
13140;130011126242;DIMF CABILDO INDIGENA;ACTIVA
13141;130011126377;LOS OSITOS;ACTIVA
13142;130011126379;NUEVO AMANECER;ACTIVA
13143;130011126381;CAMINANDO CON JESUS;ACTIVA
13144;130011126383;CARITA FELIZ;INACTIVA
13145;130011126385;LOS CARIÑOSITOS;ACTIVA
13146;130011126387;MI SEGUNDA CASITA;INACTIVA
13147;130011126388;LA SONRISA DE LOS NIÑOS;ACTIVA
13148;130011126389;MAÑANITAS ALEGRES;ACTIVA
13149;130011126390;MUNDO MARAVILLOSO;ACTIVA
13150;130011126391;BAMBI;ACTIVA
13151;130011126392;MIS DULCES SUEÑO;ACTIVA
13152;130011126393;MI MUNDO DE SONRISAS;ACTIVA
13153;130011126395;NIÑOS DE PROGRESO;ACTIVA
13154;130011126396;SONRISA FELIZ;ACTIVA
13155;130011130585;MIS PRIMEROS PASOS 3;ACTIVA
13156;130011136908;MIS PEQUEÑOS PASOS;ACTIVA
13157;130011136910;DULCE HOGAR;ACTIVA
13158;130011140412;DIMF ARROZ BARATO 1;ACTIVA
13159;130011145702;LAS VEGAS;ACTIVA
13160;130011145703;DIMF POLICARPA_FHJ;ACTIVA
13161;130011147423;GOTITAS DE AMORR;ACTIVA
13162;130011147424;CAMINITO ALEGRE;ACTIVA
13163;130011147661;CDI LOS CAMPANOS;ACTIVA
13164;130011154369;SAN PEDRO MARTIR SEDE 2;ACTIVA
13165;1316000025999;MIS ILUCIONES;ACTIVA
13166;1316000054507;LOS ROSALES;ACTIVA
13167;1300600065895;H.C.B. LOS BULLICIOSOS;ACTIVA
13168;1300600065907;H.C.B. LOS PRINCIPES;ACTIVA
13169;1300600065909;H.C.B. LOS COQUITOS;ACTIVA
13170;1300600065913;H.C.B. LOS JARDINES;ACTIVA
13171;1300600065918;H.C.B. LOS BEIBIS;ACTIVA
13172;1300600065932;H.C.B. CARITAS ALEGRES;ACTIVA
13173;1300600065938;H.C.B. LOS PRECIOSOS;ACTIVA
13174;1300600065944;H.C.B. LOS LAURELES;ACTIVA
13175;1300600065951;H.C.B. LOS BEBITOS;ACTIVA
13176;1300600065960;H.C.B. PEQUEÑOS GIGANTES;ACTIVA
13177;1300600065971;H.C.B. LOS PIMIENTOS;ACTIVA
13178;1300600066394;H.C.B. LOS ANGELES;ACTIVA
13179;1300600066414;H.C.B. LA CANDELARIA;ACTIVA
13180;1300600066421;H.C.B. LOS MANGUITOS;ACTIVA
13181;1300600066431;H.C.B. DULCE CORAZON;ACTIVA
13182;1300600066433;H.C.B. LOS AMIGUITOS;ACTIVA
13183;1300600066855;H.C.B. LOS PATICOS;ACTIVA
13184;1300600066858;H.C.B. MANITAS TRAVIESAS;ACTIVA
13185;1300600066865;H.C.B. DIOS ES AMOR;ACTIVA
13186;1300600066870;H.C.B. LOS ENANITOS VERDES;ACTIVA
13187;1300600066873;H.C.B. LOS ANGELITOS;ACTIVA
13188;1300600066875;H.C.B. LOS PEQUEÑOS SABIOS;ACTIVA
13189;1300600066882;H.C.B. IMPULSORA DEL FUTURO;ACTIVA
13190;1300600066884;H.C.B. MIS PRIMERAS ENSEÑANZAS;ACTIVA
13191;1300600066889;H.C.B. DONDE FLORECE EL AMOR;ACTIVA
13192;1300600066895;H.C.B. MIS AMIGUITOS;ACTIVA
13193;1300600066898;H.C.B. MADRES FELICES;ACTIVA
13194;1300600085215;H.C.B. CARITAS ALEGRES;ACTIVA
13195;1300600085218;H.C.B LA GRACIA DE DIOS;ACTIVA
13196;1300600085222;H.C.B. LOS POLLUELOS;ACTIVA
13197;1300600085227;H.C.B. EL DIVINO NIÑO;ACTIVA
13198;1300600085231;H.C.B. LOS ANGELITOS;ACTIVA
13199;1300600085234;H.C.B. MIS ANGELITOS;ACTIVA
13200;1300600085236;H.C.B. CARITAS BONITAS;ACTIVA
13201;1300600085238;H.C.B. MI SEGUNDO HOGAR;ACTIVA
13202;1300600085239;H.C.B. MI PEQUEÑO HOGAR;ACTIVA
13203;1300600085240;H.C.B. LOS ANGELES NALIDIS;ACTIVA
13204;1300600085241;H.C.B. EL OASIS;ACTIVA
13205;1300600085242;H.C.B. DIOS ES MI ESPERANZA;ACTIVA
13206;1300600085243;H.C.B. DIOS ES MI ESPERANZA NO. 2;ACTIVA
13207;1300600085244;H.C.B. LA ESPERANZA ES CONSTRUIR;ACTIVA
13208;1300600086993;H.C.B. TRAVESURAS;ACTIVA
13209;1300600087000;H.C.B. MI CABAÑA;ACTIVA
13210;1300600087020;H.C.B. EL DIVINO NIÑO 1;ACTIVA
13211;1300600087205;H.C.B. EL GOLAZO DE LOS TRAVIESOS;ACTIVA
13212;1300600087230;H.C.B. LA PANDILLA FELIZ;ACTIVA
13213;1300600087237;H.C.B. NUBECITAS DE COLORES;ACTIVA
13214;1300600087243;H.C.B. MI PRIMERA ESTACION;ACTIVA
13215;1300600087244;H.C.B. MI BELLO RINCON;ACTIVA
13216;1300600087263;H.C.B. DON MATIAS;ACTIVA
13217;1300600087267;H.C.B. MIS PRIMEROS PASOS;ACTIVA
13218;1300600087273;H.C.B. LA PRIMAVERA;ACTIVA
13219;1300600087373;H.C.B. LA BENDICION DE DIOS;ACTIVA
13220;1300600087423;H.C.B. CARITA FELIZ;ACTIVA
13221;1300600087428;H.C.B. LOS INQUIETOS NO. 2;ACTIVA
13222;1300600087429;H.C.B. LOS PRINCIPITOS;ACTIVA
13223;1300600087440;H.C.B. MIS PRIMEROS PASOS;ACTIVA
13224;1300600103282;H.C.B. CARITAS ALEGRES;ACTIVA
13225;1300600103284;H.C.B. DE LA MANO CON JESÚS;ACTIVA
13226;1300600105178;CDI CONSTRUYENDO SUEÑOS ACHI;ACTIVA
13227;1300600110184;H.C.B. LOS NARANJOS;ACTIVA
13228;1300600111890;LOS POLLITOS NO. 2;ACTIVA
13229;1300600111892;CARIÑITO;ACTIVA
13230;1300600111893;MIMOSITOS;ACTIVA
13231;1300600111894;LOS MUÑECOS;ACTIVA
13232;1300600111895;LAS GATICAS;ACTIVA
13233;1300600112042;SAGRADO CORAZON DE JESUS;ACTIVA
13234;1300600112043;NIÑOS DEL MAÑANA;ACTIVA
13235;1300600112044;LOS BULLICIOSOS;ACTIVA
13236;1300600112046;LOS CACHORRITOS;ACTIVA
13237;1300600112048;LOS ANGELITOS N1;ACTIVA
13238;1300600112049;LOS ANGELITOS N2;ACTIVA
13239;1300600112050;LOS ANGELITOS N3;ACTIVA
13240;1300600112051;LOS ALEGRES;ACTIVA
13241;1300600112052;LOS TRECE SABIOS;INACTIVA
13242;1300600112054;LOS ENANITOS;ACTIVA
13243;1300600112055;PARAISO INFANTIL;ACTIVA
13244;130061121848;MIS PRIMERO PASOS_MARELVIS;ACTIVA
13245;130061125071;CDI CONSTRUYENDO SUEÑOS TRES CRUCES;ACTIVA
13246;130061159881;ALEGRIA;ACTIVA
13247;130061159882;MIS PEQUEÑOS ANGELES;ACTIVA
13248;130061159883;SEMILLITAS DE AMOR;ACTIVA
13249;130061159884;MIS NIÑOS AMOROSOS;ACTIVA
13250;130061159885;DE LA MANO CON JESUS;ACTIVA
13251;130061159886;FAMILIAS EN PLENITUD;ACTIVA
13252;130061159887;LOS PEQUEÑINES;ACTIVA
13253;130061159888;MIS PEQUEÑOS ANGELITOS;ACTIVA
13254;130061159889;UN MUNDO DE COLORES;ACTIVA
13255;130061159890;CORAZONES FELICES;ACTIVA
13256;130061159891;CONSTRUYENDO LAZOS;ACTIVA
13257;130061159892;CARITAS FELICES;ACTIVA
13258;130061159930;ALEGRE DESPERTAR;ACTIVA
13259;130061159932;DEJANDO HUELLAS;ACTIVA
13260;130061159934;BURBUJITAS DE AMOR;ACTIVA
13261;1303000086884;MI DULCE SUEÑO;ACTIVA
13262;1303000086889;PEQUEÑOS GIGANTES;ACTIVA
13263;1303000086894;EL NIÑO FELIZ;ACTIVA
13264;1303000086897;LOS PICA PIEDRAS;ACTIVA
13265;1303000086902;MI SONRISA;ACTIVA
13266;1303000086915;LOS PIMPONES;ACTIVA
13267;1303000086920;MI CARIÑITO;ACTIVA
13268;1303000086924;MI PERSONITA;ACTIVA
13269;1303000086934;LA SAGRADA FAMILIA;ACTIVA
13270;1303000086936;RETOÑITOS ALEGRES;ACTIVA
13271;1303000086940;MI CORAZON;ACTIVA
13272;1303000088647;CDI ROBERTO ALANDETE RODRIGUEZ;ACTIVA
13273;1303000088771;RIOS DE SUEÑO;ACTIVA
13274;1303000094373;MI FELICIDAD;ACTIVA
13275;1303000095075;NIÑO FELIZ;ACTIVA
13276;1303000112098;MI CARIÑITO;ACTIVA
13277;1303000128238;TEJIENDO FUTURO;ACTIVA
13278;130301125993;MIS PRIMEROS PASOS;ACTIVA
13279;130301126009;CREANDO ILUSIONES;ACTIVA
13280;130301159216;MUNDO DE COLORES;ACTIVA
13281;1304200089689;MIS PEQUEÑAS TRAVESURAS;ACTIVA
13282;1304200089690;LA CASITA ENCANTADA;ACTIVA
13283;1304200089691;EL RECREO;ACTIVA
13284;1304200089692;LOS PINGUINOS;ACTIVA
13285;1304200089693;LOS PITUFOS;ACTIVA
13286;1304200089694;MI PRIMER PASO;ACTIVA
13287;1304200122453;CDI JUGANDO APRENDO;ACTIVA
13288;130421150748;CONSTRUYENDO AVENTURAS;ACTIVA
13289;130421150750;ATRAPANDO SUEÑOS;ACTIVA
13290;130421150751;DEJANDO HUELLAS DE AMOR;ACTIVA
13291;130421150752;BURBUJAS DE ALEGRIA;ACTIVA
13292;130421150753;SONRISAS FELICES;ACTIVA
13293;130421150754;MINI AVENTUREROS;ACTIVA
13294;130421150755;BONITA ILUSION;ACTIVA
13295;130421150756;MIS PRIMEROS PASOS;ACTIVA
13296;130421150757;CULTIVANDO SUEÑOS;ACTIVA
13297;130421150758;SEMBRANDO ESPERANZA;ACTIVA
13298;130421150759;LUZ DE AMOR;ACTIVA
13299;130421150760;GENIOS EXPLORADORES;ACTIVA
13300;130421150761;LUZ DE ESPERANZA;ACTIVA
13301;130421153142;CREANDO ENSEÑANZAS;ACTIVA
13302;130421160854;CARITAS ALEGRES;ACTIVA
13303;130421160855;CRECIENDO CON AMOR;ACTIVA
13304;130421160856;DEJANDO HUELLAS;ACTIVA
13305;130421160857;PEQUEÑAS AVENTURAS;ACTIVA
13306;130421160858;JUEGO APRENDO;ACTIVA
13307;130421160859;MI PRIMER CAMINITO;ACTIVA
13308;130421160860;SEMILLITAS DE VIDA;ACTIVA
13309;130421160861;PEQUEÑOS EXPLORADORES;ACTIVA
13310;130421160862;GRANITOS DE FE;ACTIVA
13311;130421160863;CAMINANDO JUNTO;ACTIVA
13312;130421160864;MIS PEQUEÑOS SOÑADORES;ACTIVA
13313;130421160865;MIS TESOROS;ACTIVA
13314;130421160866;MIS PEQUEÑAS TRAVESURAS;ACTIVA
13315;130421160867;VIAJERO DE CONOCIMIENTO;ACTIVA
13316;130421160868;PEQUEÑOS GIGANTES;ACTIVA
13317;130421160869;PEQUEÑOS GENIOS;ACTIVA
13318;130421160870;GENIOS DE CUIDADO;ACTIVA
13319;130421160871;GRANDES EXPLORADORES;ACTIVA
13320;130421160872;VIAJEROS DEL CONOCIMIENTO;ACTIVA
13321;130421160873;SEMILLAS DEL SABER 1;ACTIVA
13322;130421160875;SEMILLAS DEL SABER 2;ACTIVA
13323;130421160876;PEQUEÑAS TERNURITAS;ACTIVA
13324;130421160879;COSECHANDO AMOR;ACTIVA
13325;130421160880;PLANTANDO EMOCIONES;ACTIVA
13326;130421160881;SEMILLAS DE AMOR;ACTIVA
13327;130421160882;MI MUNDO DE FANTASIA;ACTIVA
13328;130421160919;CONTRUCTORES DE SUEÑOS;ACTIVA
13329;1305200069779;HOGAR CARITAS ALEGRES;ACTIVA
13330;1305200069780;HOGAR DIOS AMA A LOS NIÑOS;ACTIVA
13331;1305200069781;HOGAR MIS PRIMEROS PININOS;ACTIVA
13332;1305200069782;HOGAR MIS PRIMEROS CAPULLITOS;ACTIVA
13333;1305200069784;HOGAR SONRISITAS ALEGRES;ACTIVA
13334;1305200069785;HOGAR MIS ANGELITOS;ACTIVA
13335;1305200069786;HOGAR LOS NIÑOS SON DE CRISTO;ACTIVA
13336;1305200069787;HOGAR LOS OSITOS;ACTIVA
13337;1305200069789;HOGAR MI PRIMERA ESPERANZA;ACTIVA
13338;1305200069791;HOGAR MIS CARIÑOSITOS;ACTIVA
13339;1305200069792;HOGAR PIOLINES;ACTIVA
13340;1305200069793;HOGAR LOS DELFINES;ACTIVA
13341;1305200069796;HOGAR MIS PRIMEROS PASOS 1;ACTIVA
13342;1305200069798;HOGAR LAGRIMITAS DE AMOR;ACTIVA
13343;1305200069799;HOGAR AMOR A LOS NIÑOS;ACTIVA
13344;1305200069800;HOGAR MI PEQUEÑA TUTI;ACTIVA
13345;1305200069807;HOGAR MIS PEQUEÑITOS;ACTIVA
13346;1305200069808;HOGAR MANITOS TRAVIESAS;ACTIVA
13347;1305200069816;HOGAR MIS ILUSIONES;ACTIVA
13348;1305200071012;HOGAR CARITAS FELICES;ACTIVA
13349;1305200071023;HOGAR MIS CORAZONCITOS;ACTIVA
13350;1305200071027;HOGAR LOS CARACOLITOS;ACTIVA
13351;1305200071030;HOGAR GOTICAS DE FE;ACTIVA
