geography_key;Codigo Departamento UDS;Departamento UDS;Codigo Municipio UDS;Municipio UDS;Codigo CentroZonal UDS;Centro Zonal UDS
783;52;NARIÑO;52256;EL ROSARIO;5208;CZ REMOLINO
784;52;NARIÑO;52258;EL TABLON DE GOMEZ;5201;CZ PASTO 1
785;52;NARIÑO;52260;EL TAMBO;5202;CZ PASTO 2
786;52;NARIÑO;52287;FUNES;5201;CZ PASTO 1
787;52;NARIÑO;52317;GUACHUCAL;5204;CZ IPIALES
788;52;NARIÑO;52320;GUAITARILLA;5205;CZ TUQUERRES
789;52;NARIÑO;52323;GUALMATAN;5204;CZ IPIALES
790;52;NARIÑO;52352;ILES;5204;CZ IPIALES
791;52;NARIÑO;52354;IMUES;5205;CZ TUQUERRES
792;52;NARIÑO;52356;IPIALES;5204;CZ IPIALES
793;52;NARIÑO;52378;LA CRUZ;5206;CZ LA UNION
794;52;NARIÑO;52381;LA FLORIDA;5202;CZ PASTO 2
795;52;NARIÑO;52385;LA LLANADA;5205;CZ TUQUERRES
796;52;NARIÑO;52390;LA TOLA;5203;CZ TUMACO
797;52;NARIÑO;52399;LA UNION;5206;CZ LA UNION
798;52;NARIÑO;52405;LEIVA;5208;CZ REMOLINO
799;52;NARIÑO;52411;LINARES;5202;CZ PASTO 2
800;52;NARIÑO;52418;LOS ANDES;5202;CZ PASTO 2
801;52;NARIÑO;52427;MAGÜI;5207;CZ BARBACOAS
802;52;NARIÑO;52473;MOSQUERA;5203;CZ TUMACO
803;52;NARIÑO;52480;NARIÑO;5202;CZ PASTO 2
804;52;NARIÑO;52490;OLAYA HERRERA;5203;CZ TUMACO
805;52;NARIÑO;52506;OSPINA;5205;CZ TUQUERRES
806;52;NARIÑO;52560;POTOSI;5204;CZ IPIALES
807;52;NARIÑO;52565;PROVIDENCIA;5205;CZ TUQUERRES
808;52;NARIÑO;52573;PUERRES;5204;CZ IPIALES
809;52;NARIÑO;52585;PUPIALES;5204;CZ IPIALES
810;52;NARIÑO;52612;RICAURTE;5205;CZ TUQUERRES
811;52;NARIÑO;52621;ROBERTO PAYAN;5207;CZ BARBACOAS
812;52;NARIÑO;52678;SAMANIEGO;5205;CZ TUQUERRES
813;52;NARIÑO;52683;SANDONA;5202;CZ PASTO 2
814;52;NARIÑO;52685;SAN BERNARDO;5201;CZ PASTO 1
815;52;NARIÑO;52687;SAN LORENZO;5206;CZ LA UNION
816;52;NARIÑO;52693;SAN PABLO;5206;CZ LA UNION
817;68;SANTANDER;68368;JESUS MARIA;6809;CZ VELEZ
818;52;NARIÑO;52694;SAN PEDRO DE CARTAGO;5206;CZ LA UNION
819;52;NARIÑO;52696;SANTA BARBARA;1907;CZ COSTA PACIFICA
820;52;NARIÑO;52696;SANTA BARBARA;5203;CZ TUMACO
821;52;NARIÑO;52699;SANTACRUZ;5205;CZ TUQUERRES
822;52;NARIÑO;52720;SAPUYES;5205;CZ TUQUERRES
823;52;NARIÑO;52786;TAMINANGO;5208;CZ REMOLINO
824;52;NARIÑO;52788;TANGUA;5201;CZ PASTO 1
825;52;NARIÑO;52838;TUQUERRES;5205;CZ TUQUERRES
826;52;NARIÑO;52885;YACUANQUER;5201;CZ PASTO 1
827;54;NORTE DE SANTANDER;54001;CUCUTA;5401;CZ CUCUTA 1
828;54;NORTE DE SANTANDER;54001;CUCUTA;5402;CZ CUCUTA 2
829;54;NORTE DE SANTANDER;54001;CUCUTA;5403;CZ CUCUTA 3
830;54;NORTE DE SANTANDER;54003;ABREGO;5404;CZ OCAÑA
831;54;NORTE DE SANTANDER;54051;ARBOLEDAS;5401;CZ CUCUTA 1
832;54;NORTE DE SANTANDER;54099;BOCHALEMA;5403;CZ CUCUTA 3
833;54;NORTE DE SANTANDER;54109;BUCARASICA;5402;CZ CUCUTA 2
834;54;NORTE DE SANTANDER;54125;CACOTA;5405;CZ PAMPLONA
835;54;NORTE DE SANTANDER;54128;CACHIRA;5404;CZ OCAÑA
836;54;NORTE DE SANTANDER;54172;CHINACOTA;5403;CZ CUCUTA 3
837;54;NORTE DE SANTANDER;54174;CHITAGA;5405;CZ PAMPLONA
838;54;NORTE DE SANTANDER;54206;CONVENCION;5404;CZ OCAÑA
839;54;NORTE DE SANTANDER;54223;CUCUTILLA;5405;CZ PAMPLONA
840;54;NORTE DE SANTANDER;54239;DURANIA;5401;CZ CUCUTA 1
841;54;NORTE DE SANTANDER;54245;EL CARMEN;5404;CZ OCAÑA
842;54;NORTE DE SANTANDER;54250;EL TARRA;5406;CZ TIBU
843;54;NORTE DE SANTANDER;54261;EL ZULIA;5401;CZ CUCUTA 1
844;54;NORTE DE SANTANDER;54313;GRAMALOTE;5402;CZ CUCUTA 2
845;54;NORTE DE SANTANDER;54344;HACARI;5404;CZ OCAÑA
846;54;NORTE DE SANTANDER;54347;HERRAN;5403;CZ CUCUTA 3
847;54;NORTE DE SANTANDER;54377;LABATECA;5405;CZ PAMPLONA
848;54;NORTE DE SANTANDER;54385;LA ESPERANZA;5404;CZ OCAÑA
849;54;NORTE DE SANTANDER;54398;LA PLAYA;5404;CZ OCAÑA
850;54;NORTE DE SANTANDER;54418;LOURDES;5402;CZ CUCUTA 2
851;54;NORTE DE SANTANDER;54480;MUTISCUA;5405;CZ PAMPLONA
852;54;NORTE DE SANTANDER;54520;PAMPLONITA;5405;CZ PAMPLONA
853;54;NORTE DE SANTANDER;54553;PUERTO SANTANDER;5403;CZ CUCUTA 3
854;54;NORTE DE SANTANDER;54599;RAGONVALIA;5403;CZ CUCUTA 3
855;54;NORTE DE SANTANDER;54660;SALAZAR;5401;CZ CUCUTA 1
856;54;NORTE DE SANTANDER;54670;SAN CALIXTO;5404;CZ OCAÑA
857;54;NORTE DE SANTANDER;54673;SAN CAYETANO;5401;CZ CUCUTA 1
858;54;NORTE DE SANTANDER;54680;SANTIAGO;5402;CZ CUCUTA 2
859;54;NORTE DE SANTANDER;54720;SARDINATA;5402;CZ CUCUTA 2
860;54;NORTE DE SANTANDER;54743;SILOS;5405;CZ PAMPLONA
861;54;NORTE DE SANTANDER;54800;TEORAMA;5404;CZ OCAÑA
862;54;NORTE DE SANTANDER;54810;TIBU;5406;CZ TIBU
863;54;NORTE DE SANTANDER;54820;TOLEDO;5405;CZ PAMPLONA
864;54;NORTE DE SANTANDER;54871;VILLA CARO;5402;CZ CUCUTA 2
865;54;NORTE DE SANTANDER;54874;VILLA DEL ROSARIO;5403;CZ CUCUTA 3
866;63;QUINDIO;63001;ARMENIA;6301;CZ ARMENIA SUR
867;63;QUINDIO;63001;ARMENIA;6302;CZ ARMENIA NORTE
868;63;QUINDIO;63111;BUENAVISTA;6303;CZ CALARCA
869;63;QUINDIO;63130;CALARCA;6303;CZ CALARCA
870;63;QUINDIO;63212;CORDOBA;6303;CZ CALARCA
871;63;QUINDIO;63272;FILANDIA;6301;CZ ARMENIA SUR
872;63;QUINDIO;63302;GENOVA;6303;CZ CALARCA
873;63;QUINDIO;63401;LA TEBAIDA;6301;CZ ARMENIA SUR
874;63;QUINDIO;63470;MONTENEGRO;6302;CZ ARMENIA NORTE
875;63;QUINDIO;63548;PIJAO;6303;CZ CALARCA
876;63;QUINDIO;63594;QUIMBAYA;6302;CZ ARMENIA NORTE
877;63;QUINDIO;63690;SALENTO;6301;CZ ARMENIA SUR
878;66;RISARALDA;66001;PEREIRA;6601;CZ PEREIRA
879;66;RISARALDA;66045;APIA;6602;CZ LA VIRGINIA
880;66;RISARALDA;66075;BALBOA;6602;CZ LA VIRGINIA
881;66;RISARALDA;66088;BELEN DE UMBRIA;6604;CZ BELEN DE UMBRIA
882;66;RISARALDA;66170;DOSQUEBRADAS;6603;CZ DOS QUEBRADAS
883;66;RISARALDA;66318;GUATICA;6604;CZ BELEN DE UMBRIA
884;66;RISARALDA;66383;LA CELIA;6602;CZ LA VIRGINIA
885;66;RISARALDA;66400;LA VIRGINIA;6602;CZ LA VIRGINIA
886;66;RISARALDA;66440;MARSELLA;6605;CZ SANTA ROSA DE CABAL
887;66;RISARALDA;66456;MISTRATO;6604;CZ BELEN DE UMBRIA
888;66;RISARALDA;66572;PUEBLO RICO;6602;CZ LA VIRGINIA
889;66;RISARALDA;66594;QUINCHIA;6604;CZ BELEN DE UMBRIA
890;66;RISARALDA;66682;SANTA ROSA DE CABAL;6605;CZ SANTA ROSA DE CABAL
891;66;RISARALDA;66687;SANTUARIO;6602;CZ LA VIRGINIA
892;68;SANTANDER;68001;BUCARAMANGA;6803;CZ CARLOS LLERAS RESTREPO
893;68;SANTANDER;68013;AGUADA;6809;CZ VELEZ
894;68;SANTANDER;68020;ALBANIA;6809;CZ VELEZ
895;68;SANTANDER;68051;ARATOCA;6807;CZ SAN GIL
896;68;SANTANDER;68079;BARICHARA;6807;CZ SAN GIL
897;68;SANTANDER;68081;BARRANCABERMEJA;6805;CZ YARIQUIES
898;70;SUCRE;70265;GUARANDA;7004;CZ LA MOJANA
899;76;VALLE DEL CAUCA;76250;EL DOVIO;7612;CZ ROLDANILLO
900;68;SANTANDER;68092;BETULIA;6802;CZ BUCARAMANGA SUR
901;68;SANTANDER;68101;BOLIVAR;6809;CZ VELEZ
902;68;SANTANDER;68121;CABRERA;6807;CZ SAN GIL
903;68;SANTANDER;68132;CALIFORNIA;6801;CZ ANTONIA SANTOS
904;68;SANTANDER;68147;CAPITANEJO;6810;CZ MALAGA
905;68;SANTANDER;68152;CARCASI;6810;CZ MALAGA
906;68;SANTANDER;68160;CEPITA;6807;CZ SAN GIL
907;68;SANTANDER;68162;CERRITO;6810;CZ MALAGA
908;68;SANTANDER;68167;CHARALA;6807;CZ SAN GIL
909;68;SANTANDER;68169;CHARTA;6801;CZ ANTONIA SANTOS
910;68;SANTANDER;68176;CHIMA;6808;CZ SOCORRO
911;68;SANTANDER;68179;CHIPATA;6809;CZ VELEZ
912;68;SANTANDER;68190;CIMITARRA;6805;CZ YARIQUIES
913;68;SANTANDER;68207;CONCEPCION;6810;CZ MALAGA
914;68;SANTANDER;68209;CONFINES;6808;CZ SOCORRO
915;68;SANTANDER;68211;CONTRATACION;6808;CZ SOCORRO
916;68;SANTANDER;68217;COROMORO;6807;CZ SAN GIL
917;68;SANTANDER;68229;CURITI;6807;CZ SAN GIL
918;68;SANTANDER;68235;EL CARMEN DE CHUCURI;6805;CZ YARIQUIES
919;68;SANTANDER;68245;EL GUACAMAYO;6808;CZ SOCORRO
920;68;SANTANDER;68250;EL PEÑON;6809;CZ VELEZ
921;68;SANTANDER;68255;EL PLAYON;6801;CZ ANTONIA SANTOS
922;68;SANTANDER;68264;ENCINO;6807;CZ SAN GIL
923;68;SANTANDER;68266;ENCISO;6810;CZ MALAGA
924;68;SANTANDER;68271;FLORIAN;6809;CZ VELEZ
925;68;SANTANDER;68276;FLORIDABLANCA;6802;CZ BUCARAMANGA SUR
926;68;SANTANDER;68296;GALAN;6808;CZ SOCORRO
927;68;SANTANDER;68298;GAMBITA;6808;CZ SOCORRO
928;68;SANTANDER;68307;GIRON;6801;CZ ANTONIA SANTOS
929;68;SANTANDER;68318;GUACA;6810;CZ MALAGA
930;68;SANTANDER;68320;GUADALUPE;6808;CZ SOCORRO
931;68;SANTANDER;68322;GUAPOTA;6808;CZ SOCORRO
932;68;SANTANDER;68324;GUAVATA;6809;CZ VELEZ
933;68;SANTANDER;68370;JORDAN;6807;CZ SAN GIL
934;68;SANTANDER;68377;LA BELLEZA;6809;CZ VELEZ
935;68;SANTANDER;68385;LANDAZURI;6809;CZ VELEZ
936;68;SANTANDER;68397;LA PAZ;6809;CZ VELEZ
937;68;SANTANDER;68406;LEBRIJA;6801;CZ ANTONIA SANTOS
938;68;SANTANDER;68418;LOS SANTOS;6802;CZ BUCARAMANGA SUR
939;68;SANTANDER;68425;MACARAVITA;6810;CZ MALAGA
940;68;SANTANDER;68432;MALAGA;6810;CZ MALAGA
941;68;SANTANDER;68444;MATANZA;6801;CZ ANTONIA SANTOS
942;68;SANTANDER;68464;MOGOTES;6807;CZ SAN GIL
943;68;SANTANDER;68468;MOLAGAVITA;6810;CZ MALAGA
944;68;SANTANDER;68498;OCAMONTE;6807;CZ SAN GIL
945;68;SANTANDER;68500;OIBA;6808;CZ SOCORRO
946;68;SANTANDER;68502;ONZAGA;6807;CZ SAN GIL
947;68;SANTANDER;68522;PALMAR;6808;CZ SOCORRO
948;68;SANTANDER;68524;PALMAS DEL SOCORRO;6808;CZ SOCORRO
949;68;SANTANDER;68533;PARAMO;6807;CZ SAN GIL
950;68;SANTANDER;68547;PIEDECUESTA;6802;CZ BUCARAMANGA SUR
951;70;SUCRE;70670;SAMPUES;7001;CZ BOSTON
952;68;SANTANDER;68549;PINCHOTE;6807;CZ SAN GIL
953;68;SANTANDER;68572;PUENTE NACIONAL;6809;CZ VELEZ
954;68;SANTANDER;68573;PUERTO PARRA;6805;CZ YARIQUIES
955;68;SANTANDER;68575;PUERTO WILCHES;6805;CZ YARIQUIES
956;68;SANTANDER;68615;RIONEGRO;6801;CZ ANTONIA SANTOS
957;68;SANTANDER;68655;SABANA DE TORRES;6805;CZ YARIQUIES
958;68;SANTANDER;68669;SAN ANDRES;6810;CZ MALAGA
959;68;SANTANDER;68673;SAN BENITO;6809;CZ VELEZ
960;68;SANTANDER;68679;SAN GIL;6807;CZ SAN GIL
961;68;SANTANDER;68682;SAN JOAQUIN;6807;CZ SAN GIL
962;68;SANTANDER;68684;SAN JOSE DE MIRANDA;6810;CZ MALAGA
963;68;SANTANDER;68686;SAN MIGUEL;6810;CZ MALAGA
964;68;SANTANDER;68689;SAN VICENTE DE CHUCURI;6801;CZ ANTONIA SANTOS
965;68;SANTANDER;68705;SANTA BARBARA;6802;CZ BUCARAMANGA SUR
966;68;SANTANDER;68720;SANTA HELENA DEL OPON;6809;CZ VELEZ
967;68;SANTANDER;68745;SIMACOTA;6808;CZ SOCORRO
968;68;SANTANDER;68755;SOCORRO;6808;CZ SOCORRO
969;68;SANTANDER;68770;SUAITA;6808;CZ SOCORRO
970;68;SANTANDER;68773;SUCRE;6809;CZ VELEZ
971;68;SANTANDER;68780;SURATA;6801;CZ ANTONIA SANTOS
972;68;SANTANDER;68820;TONA;6802;CZ BUCARAMANGA SUR
973;68;SANTANDER;68855;VALLE DE SAN JOSE;6807;CZ SAN GIL
974;68;SANTANDER;68861;VELEZ;6809;CZ VELEZ
975;68;SANTANDER;68867;VETAS;6802;CZ BUCARAMANGA SUR
976;68;SANTANDER;68872;VILLANUEVA;6807;CZ SAN GIL
977;68;SANTANDER;68895;ZAPATOCA;6802;CZ BUCARAMANGA SUR
978;70;SUCRE;70001;SINCELEJO;7003;CZ SINCELEJO
979;70;SUCRE;70110;BUENAVISTA;7001;CZ BOSTON
980;70;SUCRE;70124;CAIMITO;7002;CZ NORTE
981;70;SUCRE;70204;COLOSO;7002;CZ NORTE
982;70;SUCRE;70215;COROZAL;7001;CZ BOSTON
983;70;SUCRE;70221;COVEÑAS;7002;CZ NORTE
984;70;SUCRE;70230;CHALAN;7002;CZ NORTE
985;70;SUCRE;70233;EL ROBLE;7001;CZ BOSTON
986;70;SUCRE;70235;GALERAS;7001;CZ BOSTON
987;70;SUCRE;70400;LA UNION;7002;CZ NORTE
988;70;SUCRE;70418;LOS PALMITOS;7001;CZ BOSTON
989;70;SUCRE;70429;MAJAGUAL;7004;CZ LA MOJANA
990;70;SUCRE;70473;MORROA;7001;CZ BOSTON
991;70;SUCRE;70508;OVEJAS;7001;CZ BOSTON
992;70;SUCRE;70523;PALMITO;7002;CZ NORTE
993;70;SUCRE;70678;SAN BENITO ABAD;7002;CZ NORTE
994;70;SUCRE;70702;SAN JUAN DE BETULIA;7001;CZ BOSTON
995;70;SUCRE;70708;SAN MARCOS;7002;CZ NORTE
996;70;SUCRE;70713;SAN ONOFRE;7002;CZ NORTE
997;70;SUCRE;70717;SAN PEDRO;7001;CZ BOSTON
998;70;SUCRE;70820;SANTIAGO DE TOLU;7002;CZ NORTE
999;73;TOLIMA;73001;IBAGUE;7303;CZ IBAGUE
1000;73;TOLIMA;73024;ALPUJARRA;7309;CZ PURIFICACION
1001;73;TOLIMA;73026;ALVARADO;7303;CZ IBAGUE
1002;73;TOLIMA;73030;AMBALEMA;7305;CZ LERIDA
1003;73;TOLIMA;73043;ANZOATEGUI;7305;CZ LERIDA
1004;73;TOLIMA;73055;ARMERO;7305;CZ LERIDA
1005;73;TOLIMA;73067;ATACO;7308;CZ CHAPARRAL
1006;73;TOLIMA;73124;CAJAMARCA;7303;CZ IBAGUE
1007;73;TOLIMA;73148;CARMEN DE APICALA;7312;CZ MELGAR
1008;73;TOLIMA;73152;CASABIANCA;7304;CZ LIBANO
1009;73;TOLIMA;73168;CHAPARRAL;7308;CZ CHAPARRAL
1010;73;TOLIMA;73200;COELLO;7307;CZ ESPINAL
1011;73;TOLIMA;73217;COYAIMA;7309;CZ PURIFICACION
1012;73;TOLIMA;73226;CUNDAY;7312;CZ MELGAR
1013;73;TOLIMA;73236;DOLORES;7309;CZ PURIFICACION
1014;73;TOLIMA;73268;ESPINAL;7307;CZ ESPINAL
1015;73;TOLIMA;73270;FALAN;7306;CZ HONDA
1016;73;TOLIMA;73275;FLANDES;7307;CZ ESPINAL
1017;73;TOLIMA;73283;FRESNO;7306;CZ HONDA
1018;73;TOLIMA;73319;GUAMO;7307;CZ ESPINAL
1019;73;TOLIMA;73347;HERVEO;7306;CZ HONDA
1020;73;TOLIMA;73349;HONDA;7306;CZ HONDA
1021;73;TOLIMA;73352;ICONONZO;7312;CZ MELGAR
1022;73;TOLIMA;73408;LERIDA;7305;CZ LERIDA
1023;73;TOLIMA;73411;LIBANO;7304;CZ LIBANO
1024;73;TOLIMA;73443;SAN SEBASTIAN DE MARIQUITA;7306;CZ HONDA
1025;73;TOLIMA;73449;MELGAR;7312;CZ MELGAR
1026;73;TOLIMA;73461;MURILLO;7304;CZ LIBANO
1027;73;TOLIMA;73483;NATAGAIMA;7309;CZ PURIFICACION
1028;73;TOLIMA;73504;ORTEGA;7307;CZ ESPINAL
1029;73;TOLIMA;73520;PALOCABILDO;7306;CZ HONDA
1030;73;TOLIMA;73547;PIEDRAS;7303;CZ IBAGUE
1031;73;TOLIMA;73555;PLANADAS;7308;CZ CHAPARRAL
1032;73;TOLIMA;73563;PRADO;7309;CZ PURIFICACION
1033;73;TOLIMA;73585;PURIFICACION;7309;CZ PURIFICACION
1034;73;TOLIMA;73616;RIOBLANCO;7308;CZ CHAPARRAL
1035;73;TOLIMA;73622;RONCESVALLES;7303;CZ IBAGUE
1036;73;TOLIMA;73624;ROVIRA;7303;CZ IBAGUE
1037;73;TOLIMA;73671;SALDAÑA;7309;CZ PURIFICACION
1038;73;TOLIMA;73675;SAN ANTONIO;7308;CZ CHAPARRAL
1039;73;TOLIMA;73678;SAN LUIS;7303;CZ IBAGUE
1040;73;TOLIMA;73686;SANTA ISABEL;7305;CZ LERIDA
1041;73;TOLIMA;73770;SUAREZ;7307;CZ ESPINAL
1042;73;TOLIMA;73854;VALLE DE SAN JUAN;7303;CZ IBAGUE
1043;73;TOLIMA;73861;VENADILLO;7305;CZ LERIDA
1044;73;TOLIMA;73870;VILLAHERMOSA;7304;CZ LIBANO
1045;73;TOLIMA;73873;VILLARRICA;7312;CZ MELGAR
1046;76;VALLE DEL CAUCA;76001;CALI;7601;CZ SURORIENTAL
1047;76;VALLE DEL CAUCA;76001;CALI;7602;CZ NORORIENTAL
1048;76;VALLE DEL CAUCA;76001;CALI;7605;CZ SUR
1049;76;VALLE DEL CAUCA;76020;ALCALA;7613;CZ CARTAGO
1050;76;VALLE DEL CAUCA;76036;ANDALUCIA;7610;CZ TULUA
1051;76;VALLE DEL CAUCA;76041;ANSERMANUEVO;7613;CZ CARTAGO
1052;76;VALLE DEL CAUCA;76054;ARGELIA;7613;CZ CARTAGO
1053;76;VALLE DEL CAUCA;76100;BOLIVAR;7612;CZ ROLDANILLO
1054;76;VALLE DEL CAUCA;76109;BUENAVENTURA;7614;CZ BUENAVENTURA
1055;97;VAUPÉS;97889;YAVARATE;9704;CZ MITU
1056;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;7609;CZ BUGA
1057;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;7610;CZ TULUA
1058;76;VALLE DEL CAUCA;76122;CAICEDONIA;7611;CZ SEVILLA
1059;76;VALLE DEL CAUCA;76126;CALIMA;7609;CZ BUGA
1060;76;VALLE DEL CAUCA;76130;CANDELARIA;7608;CZ PALMIRA
1061;76;VALLE DEL CAUCA;76147;CARTAGO;7613;CZ CARTAGO
1062;76;VALLE DEL CAUCA;76233;DAGUA;7603;CZ LADERA
1063;76;VALLE DEL CAUCA;76243;EL ÁGUILA;7613;CZ CARTAGO
1064;76;VALLE DEL CAUCA;76246;EL CAIRO;7613;CZ CARTAGO
1065;76;VALLE DEL CAUCA;76248;EL CERRITO;7608;CZ PALMIRA
1066;76;VALLE DEL CAUCA;76275;FLORIDA;7608;CZ PALMIRA
1067;76;VALLE DEL CAUCA;76306;GINEBRA;7608;CZ PALMIRA
1068;76;VALLE DEL CAUCA;76318;GUACARI;7609;CZ BUGA
1069;76;VALLE DEL CAUCA;76364;JAMUNDI;7606;CZ JAMUNDI
1070;76;VALLE DEL CAUCA;76377;LA CUMBRE;7607;CZ YUMBO
1071;76;VALLE DEL CAUCA;76400;LA UNION;7612;CZ ROLDANILLO
1072;76;VALLE DEL CAUCA;76403;LA VICTORIA;7613;CZ CARTAGO
1073;76;VALLE DEL CAUCA;76497;OBANDO;7613;CZ CARTAGO
1074;95;GUAVIARE;95001;SAN JOSE DEL GUAVIARE;9505;CZ SAN JOSE DE GUAVIARE
1075;76;VALLE DEL CAUCA;76520;PALMIRA;7608;CZ PALMIRA
1076;76;VALLE DEL CAUCA;76563;PRADERA;7608;CZ PALMIRA
1077;76;VALLE DEL CAUCA;76606;RESTREPO;7609;CZ BUGA
1078;76;VALLE DEL CAUCA;76616;RIOFRIO;7610;CZ TULUA
1079;76;VALLE DEL CAUCA;76622;ROLDANILLO;7612;CZ ROLDANILLO
1080;76;VALLE DEL CAUCA;76670;SAN PEDRO;7609;CZ BUGA
1081;76;VALLE DEL CAUCA;76736;SEVILLA;7611;CZ SEVILLA
1082;76;VALLE DEL CAUCA;76823;TORO;7612;CZ ROLDANILLO
1083;76;VALLE DEL CAUCA;76828;TRUJILLO;7610;CZ TULUA
1084;76;VALLE DEL CAUCA;76845;ULLOA;7613;CZ CARTAGO
1085;76;VALLE DEL CAUCA;76863;VERSALLES;7612;CZ ROLDANILLO
1086;76;VALLE DEL CAUCA;76869;VIJES;7607;CZ YUMBO
1087;76;VALLE DEL CAUCA;76890;YOTOCO;7609;CZ BUGA
1088;76;VALLE DEL CAUCA;76892;YUMBO;7607;CZ YUMBO
1089;76;VALLE DEL CAUCA;76895;ZARZAL;7612;CZ ROLDANILLO
1090;81;ARAUCA;81001;ARAUCA;8101;CZ ARAUCA
1091;81;ARAUCA;81065;ARAUQUITA;8102;CZ SARAVENA
1092;81;ARAUCA;81220;CRAVO NORTE;8101;CZ ARAUCA
1093;81;ARAUCA;81300;FORTUL;8102;CZ SARAVENA
1094;81;ARAUCA;81591;PUERTO RONDON;8103;CZ TAME
1095;81;ARAUCA;81736;SARAVENA;8102;CZ SARAVENA
1096;81;ARAUCA;81794;TAME;8103;CZ TAME
1097;85;CASANARE;85001;YOPAL;8501;CZ YOPAL
1098;85;CASANARE;85010;AGUAZUL;8501;CZ YOPAL
1099;85;CASANARE;85015;CHAMEZA;8501;CZ YOPAL
1100;85;CASANARE;85125;HATO COROZAL;8502;CZ PAZ DE ARIPORO
1101;85;CASANARE;85136;LA SALINA;8502;CZ PAZ DE ARIPORO
1102;85;CASANARE;85139;MANI;8501;CZ YOPAL
1103;85;CASANARE;85162;MONTERREY;8503;CZ VILLANUEVA
1104;85;CASANARE;85225;NUNCHIA;8501;CZ YOPAL
1105;85;CASANARE;85230;OROCUE;8501;CZ YOPAL
1106;85;CASANARE;85250;PAZ DE ARIPORO;8502;CZ PAZ DE ARIPORO
1107;85;CASANARE;85263;PORE;8502;CZ PAZ DE ARIPORO
1108;85;CASANARE;85279;RECETOR;8501;CZ YOPAL
1109;85;CASANARE;85300;SABANALARGA;8503;CZ VILLANUEVA
1110;85;CASANARE;85315;SACAMA;8502;CZ PAZ DE ARIPORO
1111;85;CASANARE;85325;SAN LUIS DE PALENQUE;8501;CZ YOPAL
1112;85;CASANARE;85400;TAMARA;8502;CZ PAZ DE ARIPORO
1113;85;CASANARE;85410;TAURAMENA;8503;CZ VILLANUEVA
1114;85;CASANARE;85430;TRINIDAD;8502;CZ PAZ DE ARIPORO
1115;85;CASANARE;85440;VILLANUEVA;8503;CZ VILLANUEVA
1116;86;PUTUMAYO;86219;COLON;8602;CZ SIBUNDOY
1117;86;PUTUMAYO;86320;ORITO;8604;CZ LA HORMIGA
1118;86;PUTUMAYO;86569;PUERTO CAICEDO;8603;CZ PUERTO ASIS
1119;86;PUTUMAYO;86571;PUERTO GUZMAN;8601;CZ MOCOA
1120;86;PUTUMAYO;86573;PUERTO LEGUIZAMO;8603;CZ PUERTO ASIS
1121;86;PUTUMAYO;86749;SIBUNDOY;8602;CZ SIBUNDOY
1122;86;PUTUMAYO;86755;SAN FRANCISCO;8602;CZ SIBUNDOY
1123;86;PUTUMAYO;86757;SAN MIGUEL;8604;CZ LA HORMIGA
1124;86;PUTUMAYO;86760;SANTIAGO;8602;CZ SIBUNDOY
1125;86;PUTUMAYO;86865;VALLE DEL GUAMUEZ;8604;CZ LA HORMIGA
1126;86;PUTUMAYO;86885;VILLAGARZON;8601;CZ MOCOA
1127;88;SAN ANDRÉS;88001;SAN ANDRES;8801;CZ LOS ALMENDROS
1128;88;SAN ANDRÉS;88564;PROVIDENCIA;8801;CZ LOS ALMENDROS
1129;91;AMAZONAS;91001;LETICIA;9102;CZ LETICIA
1130;91;AMAZONAS;91263;EL ENCANTO;9102;CZ LETICIA
1131;91;AMAZONAS;91405;LA CHORRERA;9102;CZ LETICIA
1132;91;AMAZONAS;91407;LA PEDRERA;9102;CZ LETICIA
1133;91;AMAZONAS;91460;MIRITI - PARANA;9102;CZ LETICIA
1134;91;AMAZONAS;91530;PUERTO ALEGRIA;9102;CZ LETICIA
1135;91;AMAZONAS;91536;PUERTO ARICA;9102;CZ LETICIA
1136;91;AMAZONAS;91540;PUERTO NARIÑO;9102;CZ LETICIA
1137;91;AMAZONAS;91669;PUERTO SANTANDER;9102;CZ LETICIA
1138;91;AMAZONAS;91798;TARAPACA;9102;CZ LETICIA
1139;94;GUAINÍA;94001;INIRIDA;9403;CZ INIRIDA
1140;94;GUAINÍA;94343;BARRANCO MINAS;9403;CZ INIRIDA
1141;95;GUAVIARE;95015;CALAMAR;9505;CZ SAN JOSE DE GUAVIARE
1142;95;GUAVIARE;95025;EL RETORNO;9505;CZ SAN JOSE DE GUAVIARE
1143;95;GUAVIARE;95200;MIRAFLORES;9505;CZ SAN JOSE DE GUAVIARE
1144;97;VAUPÉS;97001;MITU;9704;CZ MITU
1145;97;VAUPÉS;97161;CARURU;9704;CZ MITU
1146;97;VAUPÉS;97511;PACOA;9704;CZ MITU
1147;97;VAUPÉS;97666;TARAIRA;9704;CZ MITU
1148;99;VICHADA;99001;PUERTO CARREÑO;9902;CZ PUERTO CARREÑO
1149;99;VICHADA;99524;LA PRIMAVERA;9902;CZ PUERTO CARREÑO
1150;99;VICHADA;99624;SANTA ROSALIA;9902;CZ PUERTO CARREÑO
1151;99;VICHADA;99773;CUMARIBO;9403;CZ INIRIDA
1152;99;VICHADA;99773;CUMARIBO;9902;CZ PUERTO CARREÑO
