geography_key;Codigo Departamento UDS;Departamento UDS;Codigo Municipio UDS;Municipio UDS;Codigo CentroZonal UDS;Centro Zonal UDS
1;5;ANTIOQUIA;5001;MEDELLIN;501;CZ INTEGRAL NORORIENTAL
2;44;LA GUAJIRA;44650;SAN JUAN DEL CESAR;4403;CZ FONSECA
3;19;CAUCA;19300;GUACHENE;1905;CZ NORTE
4;44;LA GUAJIRA;44001;RIOHACHA;4401;CZ RIOHACHA 1
5;23;CÓRDOBA;23466;MONTELIBANO;2305;CZ MONTELIBANO
6;44;LA GUAJIRA;44560;MANAURE;4404;CZ MANAURE
7;13;BOLÍVAR;13001;CARTAGENA DE INDIAS;1302;CZ DE LA VIRGEN Y TURISTICO
8;25;CUNDINAMARCA;25293;GACHALA;2509;CZ GACHETA
9;19;CAUCA;19397;LA VEGA;1906;CZ MACIZO COLOMBIANO
10;41;HUILA;41001;NEIVA;4105;CZ LA GAITANA
11;52;NARIÑO;52540;POLICARPA;5208;CZ REMOLINO
12;18;CAQUETÁ;18001;FLORENCIA;1801;CZ FLORENCIA 1
13;44;LA GUAJIRA;44430;MAICAO;4405;CZ MAICAO
14;17;CALDAS;17088;BELALCAZAR;1709;CZ DEL CAFE
15;5;ANTIOQUIA;5411;LIBORINA;510;CZ OCCIDENTE
16;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1114;CZ SUBA
17;27;CHOCÓ;27001;QUIBDO;2701;CZ QUIBDO
18;52;NARIÑO;52835;SAN ANDRES DE TUMACO;5203;CZ TUMACO
19;13;BOLÍVAR;13433;MAHATES;1304;CZ TURBACO
20;76;VALLE DEL CAUCA;76001;CALI;7603;CZ LADERA
21;8;ATLÁNTICO;8001;BARRANQUILLA;802;CZ SUROCCIDENTE
22;15;BOYACÁ;15176;CHIQUINQUIRA;1505;CZ CHIQUINQUIRA
23;41;HUILA;41799;TELLO;4105;CZ LA GAITANA
24;44;LA GUAJIRA;44847;URIBIA;4409;CZ ICHITKI WAYUUWAAPULE
25;70;SUCRE;70823;TOLU VIEJO;7002;CZ NORTE
26;27;CHOCÓ;27135;EL CANTON DEL SAN PABLO;2705;CZ TADO
27;54;NORTE DE SANTANDER;54498;OCAÑA;5404;CZ OCAÑA
28;15;BOYACÁ;15442;MARIPI;1505;CZ CHIQUINQUIRA
29;70;SUCRE;70771;SUCRE;7004;CZ LA MOJANA
30;5;ANTIOQUIA;5120;CACERES;507;CZ BAJO CAUCA
31;63;QUINDIO;63190;CIRCASIA;6301;CZ ARMENIA SUR
32;86;PUTUMAYO;86001;MOCOA;8601;CZ MOCOA
33;68;SANTANDER;68077;BARBOSA;6809;CZ VELEZ
34;52;NARIÑO;52520;FRANCISCO PIZARRO;5203;CZ TUMACO
35;27;CHOCÓ;27077;BAJO BAUDO;2712;CZ BAUDÓ
36;47;MAGDALENA;47288;FUNDACION;4705;CZ FUNDACIÓN
37;5;ANTIOQUIA;5209;CONCORDIA;515;CZ PENDERISCO
38;5;ANTIOQUIA;5001;MEDELLIN;502;CZ INTEGRAL NOROCCIDENTAL
39;5;ANTIOQUIA;5001;MEDELLIN;504;CZ SUR ORIENTE
40;5;ANTIOQUIA;5001;MEDELLIN;536;CZ ROSALES
41;5;ANTIOQUIA;5002;ABEJORRAL;512;CZ ORIENTE
42;5;ANTIOQUIA;5004;ABRIAQUI;511;CZ OCCIDENTE MEDIO
43;5;ANTIOQUIA;5021;ALEJANDRIA;512;CZ ORIENTE
44;5;ANTIOQUIA;5030;AMAGA;506;CZ ABURRA SUR
45;5;ANTIOQUIA;5031;AMALFI;513;CZ PORCE NUS
46;5;ANTIOQUIA;5034;ANDES;514;CZ SUROESTE
47;5;ANTIOQUIA;5036;ANGELOPOLIS;506;CZ ABURRA SUR
48;5;ANTIOQUIA;5038;ANGOSTURA;508;CZ LA MESETA
49;5;ANTIOQUIA;5040;ANORI;513;CZ PORCE NUS
50;5;ANTIOQUIA;5042;SANTA FE DE ANTIOQUIA;510;CZ OCCIDENTE
51;5;ANTIOQUIA;5044;ANZA;510;CZ OCCIDENTE
52;5;ANTIOQUIA;5045;APARTADO;516;CZ URABA
53;5;ANTIOQUIA;5051;ARBOLETES;516;CZ URABA
54;5;ANTIOQUIA;5055;ARGELIA;512;CZ ORIENTE
55;5;ANTIOQUIA;5059;ARMENIA;506;CZ ABURRA SUR
56;5;ANTIOQUIA;5079;BARBOSA;505;CZ ABURRA NORTE
57;5;ANTIOQUIA;5086;BELMIRA;505;CZ ABURRA NORTE
58;5;ANTIOQUIA;5088;BELLO;505;CZ ABURRA NORTE
59;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1108;CZ BOSA
60;5;ANTIOQUIA;5091;BETANIA;514;CZ SUROESTE
61;5;ANTIOQUIA;5093;BETULIA;515;CZ PENDERISCO
62;5;ANTIOQUIA;5101;CIUDAD BOLIVAR;514;CZ SUROESTE
63;5;ANTIOQUIA;5107;BRICEÑO;508;CZ LA MESETA
64;5;ANTIOQUIA;5113;BURITICA;510;CZ OCCIDENTE
65;5;ANTIOQUIA;5125;CAICEDO;515;CZ PENDERISCO
66;5;ANTIOQUIA;5129;CALDAS;506;CZ ABURRA SUR
67;5;ANTIOQUIA;5134;CAMPAMENTO;508;CZ LA MESETA
68;5;ANTIOQUIA;5138;CAÑASGORDAS;511;CZ OCCIDENTE MEDIO
69;5;ANTIOQUIA;5142;CARACOLI;509;CZ MAGDALENA MEDIO
70;5;ANTIOQUIA;5145;CARAMANTA;514;CZ SUROESTE
71;5;ANTIOQUIA;5147;CAREPA;516;CZ URABA
72;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;512;CZ ORIENTE
73;52;NARIÑO;52435;MALLAMA;5205;CZ TUQUERRES
74;5;ANTIOQUIA;5150;CAROLINA;508;CZ LA MESETA
75;5;ANTIOQUIA;5154;CAUCASIA;507;CZ BAJO CAUCA
76;5;ANTIOQUIA;5172;CHIGORODO;516;CZ URABA
77;5;ANTIOQUIA;5190;CISNEROS;513;CZ PORCE NUS
78;5;ANTIOQUIA;5197;COCORNA;517;CZ ORIENTE MEDIO
79;5;ANTIOQUIA;5206;CONCEPCION;512;CZ ORIENTE
80;5;ANTIOQUIA;5212;COPACABANA;505;CZ ABURRA NORTE
81;54;NORTE DE SANTANDER;54405;LOS PATIOS;5401;CZ CUCUTA 1
82;5;ANTIOQUIA;5234;DABEIBA;511;CZ OCCIDENTE MEDIO
83;5;ANTIOQUIA;5237;DONMATIAS;505;CZ ABURRA NORTE
84;5;ANTIOQUIA;5240;EBEJICO;510;CZ OCCIDENTE
85;47;MAGDALENA;47745;SITIONUEVO;4704;CZ CIENAGA
86;20;CESAR;20295;GAMARRA;2004;CZ AGUACHICA
87;5;ANTIOQUIA;5250;EL BAGRE;507;CZ BAJO CAUCA
88;17;CALDAS;17877;VITERBO;1703;CZ OCCIDENTE
89;54;NORTE DE SANTANDER;54518;PAMPLONA;5405;CZ PAMPLONA
90;5;ANTIOQUIA;5264;ENTRERRIOS;505;CZ ABURRA NORTE
91;5;ANTIOQUIA;5266;ENVIGADO;506;CZ ABURRA SUR
92;5;ANTIOQUIA;5282;FREDONIA;506;CZ ABURRA SUR
93;76;VALLE DEL CAUCA;76834;TULUA;7610;CZ TULUA
94;5;ANTIOQUIA;5284;FRONTINO;511;CZ OCCIDENTE MEDIO
95;5;ANTIOQUIA;5306;GIRALDO;510;CZ OCCIDENTE
96;5;ANTIOQUIA;5308;GIRARDOTA;505;CZ ABURRA NORTE
97;5;ANTIOQUIA;5310;GOMEZ PLATA;508;CZ LA MESETA
98;5;ANTIOQUIA;5313;GRANADA;517;CZ ORIENTE MEDIO
99;5;ANTIOQUIA;5315;GUADALUPE;508;CZ LA MESETA
100;5;ANTIOQUIA;5318;GUARNE;512;CZ ORIENTE
101;5;ANTIOQUIA;5321;GUATAPE;512;CZ ORIENTE
102;5;ANTIOQUIA;5347;HELICONIA;506;CZ ABURRA SUR
103;5;ANTIOQUIA;5353;HISPANIA;514;CZ SUROESTE
104;5;ANTIOQUIA;5360;ITAGUI;506;CZ ABURRA SUR
105;27;CHOCÓ;27150;CARMEN DEL DARIEN;2704;CZ RIOSUCIO
106;5;ANTIOQUIA;5361;ITUANGO;508;CZ LA MESETA
107;5;ANTIOQUIA;5364;JARDIN;514;CZ SUROESTE
108;5;ANTIOQUIA;5368;JERICO;514;CZ SUROESTE
109;5;ANTIOQUIA;5376;LA CEJA;512;CZ ORIENTE
110;5;ANTIOQUIA;5380;LA ESTRELLA;506;CZ ABURRA SUR
111;5;ANTIOQUIA;5390;LA PINTADA;506;CZ ABURRA SUR
112;5;ANTIOQUIA;5400;LA UNION;512;CZ ORIENTE
113;5;ANTIOQUIA;5425;MACEO;509;CZ MAGDALENA MEDIO
114;5;ANTIOQUIA;5440;MARINILLA;512;CZ ORIENTE
115;5;ANTIOQUIA;5467;MONTEBELLO;506;CZ ABURRA SUR
116;5;ANTIOQUIA;5475;MURINDO;516;CZ URABA
117;5;ANTIOQUIA;5480;MUTATA;516;CZ URABA
118;5;ANTIOQUIA;5483;NARIÑO;512;CZ ORIENTE
119;5;ANTIOQUIA;5490;NECOCLI;516;CZ URABA
120;5;ANTIOQUIA;5495;NECHI;507;CZ BAJO CAUCA
121;5;ANTIOQUIA;5501;OLAYA;510;CZ OCCIDENTE
122;5;ANTIOQUIA;5541;PEÑOL;512;CZ ORIENTE
123;5;ANTIOQUIA;5543;PEQUE;511;CZ OCCIDENTE MEDIO
124;5;ANTIOQUIA;5576;PUEBLORRICO;514;CZ SUROESTE
125;5;ANTIOQUIA;5579;PUERTO BERRIO;509;CZ MAGDALENA MEDIO
126;5;ANTIOQUIA;5585;PUERTO NARE;509;CZ MAGDALENA MEDIO
127;5;ANTIOQUIA;5591;PUERTO TRIUNFO;509;CZ MAGDALENA MEDIO
128;5;ANTIOQUIA;5604;REMEDIOS;513;CZ PORCE NUS
129;5;ANTIOQUIA;5607;RETIRO;512;CZ ORIENTE
130;5;ANTIOQUIA;5615;RIONEGRO;512;CZ ORIENTE
131;5;ANTIOQUIA;5628;SABANALARGA;510;CZ OCCIDENTE
132;5;ANTIOQUIA;5631;SABANETA;506;CZ ABURRA SUR
133;5;ANTIOQUIA;5642;SALGAR;514;CZ SUROESTE
134;5;ANTIOQUIA;5647;SAN ANDRES;508;CZ LA MESETA
135;5;ANTIOQUIA;5649;SAN CARLOS;517;CZ ORIENTE MEDIO
136;5;ANTIOQUIA;5652;SAN FRANCISCO;517;CZ ORIENTE MEDIO
137;5;ANTIOQUIA;5656;SAN JERONIMO;510;CZ OCCIDENTE
138;5;ANTIOQUIA;5658;SAN JOSE DE LA MONTAÑA;508;CZ LA MESETA
139;5;ANTIOQUIA;5659;SAN JUAN DE URABA;516;CZ URABA
140;5;ANTIOQUIA;5660;SAN LUIS;517;CZ ORIENTE MEDIO
141;5;ANTIOQUIA;5664;SAN PEDRO;505;CZ ABURRA NORTE
142;5;ANTIOQUIA;5665;SAN PEDRO DE URABA;516;CZ URABA
143;5;ANTIOQUIA;5667;SAN RAFAEL;517;CZ ORIENTE MEDIO
144;5;ANTIOQUIA;5670;SAN ROQUE;513;CZ PORCE NUS
145;5;ANTIOQUIA;5674;SAN VICENTE FERRER;512;CZ ORIENTE
146;5;ANTIOQUIA;5679;SANTA BARBARA;506;CZ ABURRA SUR
147;5;ANTIOQUIA;5686;SANTA ROSA DE OSOS;508;CZ LA MESETA
148;5;ANTIOQUIA;5690;SANTO DOMINGO;513;CZ PORCE NUS
149;5;ANTIOQUIA;5697;EL SANTUARIO;517;CZ ORIENTE MEDIO
150;5;ANTIOQUIA;5736;SEGOVIA;513;CZ PORCE NUS
151;5;ANTIOQUIA;5756;SONSON;512;CZ ORIENTE
152;5;ANTIOQUIA;5761;SOPETRAN;510;CZ OCCIDENTE
153;5;ANTIOQUIA;5789;TAMESIS;514;CZ SUROESTE
154;5;ANTIOQUIA;5790;TARAZA;507;CZ BAJO CAUCA
155;5;ANTIOQUIA;5792;TARSO;514;CZ SUROESTE
156;5;ANTIOQUIA;5809;TITIRIBI;506;CZ ABURRA SUR
157;5;ANTIOQUIA;5819;TOLEDO;508;CZ LA MESETA
158;5;ANTIOQUIA;5837;TURBO;516;CZ URABA
159;5;ANTIOQUIA;5842;URAMITA;511;CZ OCCIDENTE MEDIO
160;5;ANTIOQUIA;5847;URRAO;515;CZ PENDERISCO
161;5;ANTIOQUIA;5854;VALDIVIA;508;CZ LA MESETA
162;5;ANTIOQUIA;5856;VALPARAISO;514;CZ SUROESTE
163;5;ANTIOQUIA;5858;VEGACHI;513;CZ PORCE NUS
164;5;ANTIOQUIA;5861;VENECIA;506;CZ ABURRA SUR
165;5;ANTIOQUIA;5873;VIGIA DEL FUERTE;516;CZ URABA
166;5;ANTIOQUIA;5885;YALI;513;CZ PORCE NUS
167;5;ANTIOQUIA;5887;YARUMAL;508;CZ LA MESETA
168;5;ANTIOQUIA;5890;YOLOMBO;513;CZ PORCE NUS
169;5;ANTIOQUIA;5893;YONDO;509;CZ MAGDALENA MEDIO
170;5;ANTIOQUIA;5895;ZARAGOZA;507;CZ BAJO CAUCA
171;8;ATLÁNTICO;8001;BARRANQUILLA;801;CZ NORTE CENTRO HISTORICO
172;8;ATLÁNTICO;8001;BARRANQUILLA;807;CZ SURORIENTE
173;8;ATLÁNTICO;8078;BARANOA;803;CZ BARANOA
174;8;ATLÁNTICO;8137;CAMPO DE LA CRUZ;805;CZ SABANAGRANDE
175;8;ATLÁNTICO;8141;CANDELARIA;804;CZ SABANALARGA
176;8;ATLÁNTICO;8296;GALAPA;803;CZ BARANOA
177;8;ATLÁNTICO;8372;JUAN DE ACOSTA;803;CZ BARANOA
178;8;ATLÁNTICO;8421;LURUACO;804;CZ SABANALARGA
179;8;ATLÁNTICO;8433;MALAMBO;806;CZ HIPODROMO
180;8;ATLÁNTICO;8436;MANATI;804;CZ SABANALARGA
181;8;ATLÁNTICO;8520;PALMAR DE VARELA;805;CZ SABANAGRANDE
182;8;ATLÁNTICO;8549;PIOJO;803;CZ BARANOA
183;8;ATLÁNTICO;8558;POLONUEVO;803;CZ BARANOA
184;8;ATLÁNTICO;8560;PONEDERA;805;CZ SABANAGRANDE
185;8;ATLÁNTICO;8573;PUERTO COLOMBIA;801;CZ NORTE CENTRO HISTORICO
186;8;ATLÁNTICO;8606;REPELON;804;CZ SABANALARGA
187;15;BOYACÁ;15180;CHISCAS;1509;CZ EL COCUY
188;8;ATLÁNTICO;8634;SABANAGRANDE;805;CZ SABANAGRANDE
189;8;ATLÁNTICO;8638;SABANALARGA;804;CZ SABANALARGA
190;8;ATLÁNTICO;8675;SANTA LUCIA;805;CZ SABANAGRANDE
191;8;ATLÁNTICO;8685;SANTO TOMAS;805;CZ SABANAGRANDE
192;8;ATLÁNTICO;8758;SOLEDAD;806;CZ HIPODROMO
193;8;ATLÁNTICO;8770;SUAN;805;CZ SABANAGRANDE
194;8;ATLÁNTICO;8832;TUBARA;803;CZ BARANOA
195;8;ATLÁNTICO;8849;USIACURI;803;CZ BARANOA
196;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1101;CZ CIUDAD BOLIVAR
197;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1102;CZ TUNJUELITO
198;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1103;CZ USME
199;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1104;CZ SAN CRISTOBAL SUR
200;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1105;CZ KENNEDY
201;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1109;CZ RAFAEL URIBE
202;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1110;CZ SANTA FE
203;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1111;CZ FONTIBON
204;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1112;CZ BARRIOS UNIDOS
205;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1113;CZ ENGATIVA
206;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1115;CZ USAQUEN
207;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1116;CZ MARTIRES
208;11;BOGOTA D.C.;11001;BOGOTA, D.C.;1131;CZ KENNEDY CENTRAL
209;13;BOLÍVAR;13001;CARTAGENA DE INDIAS;1301;CZ HISTORICO Y DEL CARIBE NORTE
210;13;BOLÍVAR;13001;CARTAGENA DE INDIAS;1303;CZ INDUSTRIAL DE LA BAHIA
211;13;BOLÍVAR;13006;ACHI;1306;CZ MAGANGUE
212;13;BOLÍVAR;13030;ALTOS DEL ROSARIO;1307;CZ MOMPOX
213;13;BOLÍVAR;13042;ARENAL;1308;CZ SIMITI
214;13;BOLÍVAR;13052;ARJONA;1304;CZ TURBACO
215;13;BOLÍVAR;13062;ARROYOHONDO;1304;CZ TURBACO
216;13;BOLÍVAR;13074;BARRANCO DE LOBA;1307;CZ MOMPOX
217;13;BOLÍVAR;13140;CALAMAR;1304;CZ TURBACO
218;13;BOLÍVAR;13160;CANTAGALLO;1308;CZ SIMITI
219;13;BOLÍVAR;13188;CICUCO;1307;CZ MOMPOX
220;13;BOLÍVAR;13212;CORDOBA;1305;CZ EL CARMEN DE BOLIVAR
221;13;BOLÍVAR;13222;CLEMENCIA;1302;CZ DE LA VIRGEN Y TURISTICO
222;13;BOLÍVAR;13244;EL CARMEN DE BOLIVAR;1305;CZ EL CARMEN DE BOLIVAR
223;13;BOLÍVAR;13248;EL GUAMO;1305;CZ EL CARMEN DE BOLIVAR
224;13;BOLÍVAR;13268;EL PEÑON;1307;CZ MOMPOX
225;13;BOLÍVAR;13300;HATILLO DE LOBA;1307;CZ MOMPOX
226;13;BOLÍVAR;13430;MAGANGUE;1306;CZ MAGANGUE
227;13;BOLÍVAR;13440;MARGARITA;1307;CZ MOMPOX
228;13;BOLÍVAR;13442;MARIA LA BAJA;1304;CZ TURBACO
229;13;BOLÍVAR;13458;MONTECRISTO;1306;CZ MAGANGUE
230;13;BOLÍVAR;13468;MOMPOS;1307;CZ MOMPOX
231;13;BOLÍVAR;13473;MORALES;1308;CZ SIMITI
232;13;BOLÍVAR;13490;NOROSI;1308;CZ SIMITI
233;13;BOLÍVAR;13549;PINILLOS;1306;CZ MAGANGUE
234;13;BOLÍVAR;13580;REGIDOR;1308;CZ SIMITI
235;13;BOLÍVAR;13600;RIO VIEJO;1308;CZ SIMITI
236;13;BOLÍVAR;13620;SAN CRISTOBAL;1303;CZ INDUSTRIAL DE LA BAHIA
237;13;BOLÍVAR;13647;SAN ESTANISLAO;1303;CZ INDUSTRIAL DE LA BAHIA
238;13;BOLÍVAR;13650;SAN FERNANDO;1307;CZ MOMPOX
239;13;BOLÍVAR;13654;SAN JACINTO;1305;CZ EL CARMEN DE BOLIVAR
240;13;BOLÍVAR;13655;SAN JACINTO DEL CAUCA;1306;CZ MAGANGUE
241;13;BOLÍVAR;13657;SAN JUAN NEPOMUCENO;1305;CZ EL CARMEN DE BOLIVAR
242;68;SANTANDER;68344;HATO;6808;CZ SOCORRO
243;86;PUTUMAYO;86568;PUERTO ASIS;8603;CZ PUERTO ASIS
244;13;BOLÍVAR;13667;SAN MARTIN DE LOBA;1307;CZ MOMPOX
245;19;CAUCA;19110;BUENOS AIRES;1905;CZ NORTE
246;13;BOLÍVAR;13670;SAN PABLO;1308;CZ SIMITI
247;27;CHOCÓ;27073;BAGADO;2705;CZ TADO
248;13;BOLÍVAR;13673;SANTA CATALINA;1302;CZ DE LA VIRGEN Y TURISTICO
249;25;CUNDINAMARCA;25372;JUNIN;2509;CZ GACHETA
250;13;BOLÍVAR;13683;SANTA ROSA;1303;CZ INDUSTRIAL DE LA BAHIA
251;19;CAUCA;19824;TOTORO;1903;CZ INDIGENA
252;13;BOLÍVAR;13688;SANTA ROSA DEL SUR;1308;CZ SIMITI
253;47;MAGDALENA;47545;PIJIÑO DEL CARMEN;4708;CZ SANTA ANA
254;13;BOLÍVAR;13744;SIMITI;1308;CZ SIMITI
255;13;BOLÍVAR;13760;SOPLAVIENTO;1303;CZ INDUSTRIAL DE LA BAHIA
256;13;BOLÍVAR;13780;TALAIGUA NUEVO;1307;CZ MOMPOX
257;13;BOLÍVAR;13810;TIQUISIO;1306;CZ MAGANGUE
258;13;BOLÍVAR;13836;TURBACO;1304;CZ TURBACO
259;13;BOLÍVAR;13838;TURBANA;1304;CZ TURBACO
260;13;BOLÍVAR;13873;VILLANUEVA;1303;CZ INDUSTRIAL DE LA BAHIA
261;13;BOLÍVAR;13894;ZAMBRANO;1305;CZ EL CARMEN DE BOLIVAR
262;15;BOYACÁ;15001;TUNJA;1501;CZ TUNJA 1
263;15;BOYACÁ;15022;ALMEIDA;1506;CZ GARAGOA
264;15;BOYACÁ;15047;AQUITANIA;1503;CZ SOGAMOSO
265;15;BOYACÁ;15051;ARCABUCO;1511;CZ MONIQUIRA
266;15;BOYACÁ;15087;BELEN;1504;CZ DUITAMA
267;15;BOYACÁ;15090;BERBEO;1510;CZ MIRAFLORES
268;15;BOYACÁ;15092;BETEITIVA;1504;CZ DUITAMA
269;15;BOYACÁ;15097;BOAVITA;1508;CZ SOATA
270;15;BOYACÁ;15104;BOYACA;1501;CZ TUNJA 1
271;15;BOYACÁ;15106;BRICEÑO;1512;CZ OTANCHE
272;15;BOYACÁ;15109;BUENAVISTA;1505;CZ CHIQUINQUIRA
273;15;BOYACÁ;15114;BUSBANZA;1504;CZ DUITAMA
274;15;BOYACÁ;15131;CALDAS;1505;CZ CHIQUINQUIRA
275;15;BOYACÁ;15135;CAMPOHERMOSO;1510;CZ MIRAFLORES
276;15;BOYACÁ;15162;CERINZA;1504;CZ DUITAMA
277;15;BOYACÁ;15172;CHINAVITA;1506;CZ GARAGOA
278;50;META;50251;EL CASTILLO;5004;CZ ACACIAS
279;47;MAGDALENA;47460;NUEVA GRANADA;4706;CZ PLATO
280;15;BOYACÁ;15183;CHITA;1508;CZ SOATA
281;15;BOYACÁ;15185;CHITARAQUE;1511;CZ MONIQUIRA
282;15;BOYACÁ;15187;CHIVATA;1501;CZ TUNJA 1
283;15;BOYACÁ;15189;CIENEGA;1501;CZ TUNJA 1
284;15;BOYACÁ;15204;COMBITA;1501;CZ TUNJA 1
285;15;BOYACÁ;15212;COPER;1505;CZ CHIQUINQUIRA
286;15;BOYACÁ;15215;CORRALES;1504;CZ DUITAMA
287;15;BOYACÁ;15218;COVARACHIA;1508;CZ SOATA
288;15;BOYACÁ;15223;CUBARA;8102;CZ SARAVENA
289;15;BOYACÁ;15224;CUCAITA;1501;CZ TUNJA 1
290;15;BOYACÁ;15226;CUITIVA;1503;CZ SOGAMOSO
291;15;BOYACÁ;15232;CHIQUIZA;1501;CZ TUNJA 1
292;15;BOYACÁ;15236;CHIVOR;1506;CZ GARAGOA
293;15;BOYACÁ;15238;DUITAMA;1504;CZ DUITAMA
294;25;CUNDINAMARCA;25290;FUSAGASUGA;2507;CZ FUSAGASUGA
295;15;BOYACÁ;15244;EL COCUY;1509;CZ EL COCUY
296;15;BOYACÁ;15248;EL ESPINO;1509;CZ EL COCUY
297;15;BOYACÁ;15272;FIRAVITOBA;1503;CZ SOGAMOSO
298;15;BOYACÁ;15276;FLORESTA;1504;CZ DUITAMA
299;15;BOYACÁ;15293;GACHANTIVA;1511;CZ MONIQUIRA
300;15;BOYACÁ;15296;GAMEZA;1503;CZ SOGAMOSO
301;15;BOYACÁ;15299;GARAGOA;1506;CZ GARAGOA
302;15;BOYACÁ;15317;GUACAMAYAS;1509;CZ EL COCUY
303;15;BOYACÁ;15322;GUATEQUE;1506;CZ GARAGOA
304;15;BOYACÁ;15325;GUAYATA;1506;CZ GARAGOA
305;15;BOYACÁ;15332;GÜICAN DE LA SIERRA;1509;CZ EL COCUY
306;15;BOYACÁ;15362;IZA;1503;CZ SOGAMOSO
307;15;BOYACÁ;15367;JENESANO;1501;CZ TUNJA 1
308;15;BOYACÁ;15368;JERICO;1504;CZ DUITAMA
309;15;BOYACÁ;15377;LABRANZAGRANDE;1503;CZ SOGAMOSO
310;15;BOYACÁ;15380;LA CAPILLA;1506;CZ GARAGOA
311;15;BOYACÁ;15401;LA VICTORIA;1505;CZ CHIQUINQUIRA
312;15;BOYACÁ;15403;LA UVITA;1508;CZ SOATA
313;15;BOYACÁ;15407;VILLA DE LEYVA;1501;CZ TUNJA 1
314;15;BOYACÁ;15425;MACANAL;1506;CZ GARAGOA
315;15;BOYACÁ;15455;MIRAFLORES;1510;CZ MIRAFLORES
316;15;BOYACÁ;15464;MONGUA;1503;CZ SOGAMOSO
317;15;BOYACÁ;15466;MONGUI;1503;CZ SOGAMOSO
318;15;BOYACÁ;15469;MONIQUIRA;1511;CZ MONIQUIRA
319;15;BOYACÁ;15476;MOTAVITA;1501;CZ TUNJA 1
320;15;BOYACÁ;15480;MUZO;1505;CZ CHIQUINQUIRA
321;15;BOYACÁ;15491;NOBSA;1504;CZ DUITAMA
322;15;BOYACÁ;15494;NUEVO COLON;1501;CZ TUNJA 1
323;15;BOYACÁ;15500;OICATA;1501;CZ TUNJA 1
324;15;BOYACÁ;15507;OTANCHE;1512;CZ OTANCHE
325;15;BOYACÁ;15511;PACHAVITA;1506;CZ GARAGOA
326;15;BOYACÁ;15514;PAEZ;1510;CZ MIRAFLORES
327;15;BOYACÁ;15516;PAIPA;1504;CZ DUITAMA
328;15;BOYACÁ;15518;PAJARITO;1503;CZ SOGAMOSO
329;15;BOYACÁ;15522;PANQUEBA;1509;CZ EL COCUY
330;15;BOYACÁ;15531;PAUNA;1512;CZ OTANCHE
331;15;BOYACÁ;15533;PAYA;1503;CZ SOGAMOSO
332;15;BOYACÁ;15537;PAZ DE RIO;1504;CZ DUITAMA
333;15;BOYACÁ;15542;PESCA;1503;CZ SOGAMOSO
334;15;BOYACÁ;15550;PISBA;1503;CZ SOGAMOSO
335;15;BOYACÁ;15572;PUERTO BOYACA;1507;CZ PUERTO BOYACA
336;15;BOYACÁ;15580;QUIPAMA;1505;CZ CHIQUINQUIRA
337;15;BOYACÁ;15599;RAMIRIQUI;1501;CZ TUNJA 1
338;15;BOYACÁ;15600;RAQUIRA;1505;CZ CHIQUINQUIRA
339;15;BOYACÁ;15621;RONDON;1501;CZ TUNJA 1
340;15;BOYACÁ;15632;SABOYA;1505;CZ CHIQUINQUIRA
341;15;BOYACÁ;15638;SACHICA;1501;CZ TUNJA 1
342;15;BOYACÁ;15646;SAMACA;1501;CZ TUNJA 1
343;15;BOYACÁ;15660;SAN EDUARDO;1510;CZ MIRAFLORES
344;15;BOYACÁ;15664;SAN JOSE DE PARE;1511;CZ MONIQUIRA
345;15;BOYACÁ;15667;SAN LUIS DE GACENO;1506;CZ GARAGOA
346;20;CESAR;20011;AGUACHICA;2004;CZ AGUACHICA
347;15;BOYACÁ;15673;SAN MATEO;1509;CZ EL COCUY
348;27;CHOCÓ;27006;ACANDI;2704;CZ RIOSUCIO
349;15;BOYACÁ;15676;SAN MIGUEL DE SEMA;1505;CZ CHIQUINQUIRA
350;15;BOYACÁ;15681;SAN PABLO DE BORBUR;1512;CZ OTANCHE
351;15;BOYACÁ;15686;SANTANA;1511;CZ MONIQUIRA
352;15;BOYACÁ;15690;SANTA MARIA;1506;CZ GARAGOA
353;15;BOYACÁ;15693;SANTA ROSA DE VITERBO;1504;CZ DUITAMA
354;15;BOYACÁ;15696;SANTA SOFIA;1511;CZ MONIQUIRA
355;15;BOYACÁ;15720;SATIVANORTE;1508;CZ SOATA
356;15;BOYACÁ;15723;SATIVASUR;1508;CZ SOATA
357;15;BOYACÁ;15740;SIACHOQUE;1501;CZ TUNJA 1
358;15;BOYACÁ;15753;SOATA;1508;CZ SOATA
359;15;BOYACÁ;15755;SOCOTA;1504;CZ DUITAMA
